,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,離島,藍天海岸 1期 2座,5205,
1,西貢,天晉 8座,5206,
2,西貢,飛鵝花園,5207,
3,灣仔,華麗銅鑼灣酒店,5208,
4,油尖旺,華美達華麗酒店,5209,
5,油尖旺,最佳盛品酒店尖沙咀,5213,
6,油尖旺,華美達華麗酒店,5214,
7,灣仔,頤庭酒店銅鑼灣,5215,
8,西貢,景林邨景榆樓,5216,
9,南區,薄扶林花園 6座,5217,
10,油尖旺,帝樂文娜公館,5218,
11,離島,富豪機場酒店,5231,
12,油尖旺,帝樂文娜公館,5234,
13,油尖旺,帝樂文娜公館,5235,
14,九龍城,海灣軒海景酒店 E座,5236,
15,油尖旺,最佳盛品酒店尖沙咀,5242,
16,油尖旺,最佳盛品酒店尖沙咀,5250,
17,中西區,雍慧閣,5251,
18,離島,大灣南,5252,
19,離島,香港天際萬豪酒店,5253,
20,油尖旺,香港九龍諾富特酒店,5254,
21,油尖旺,最佳盛品酒店尖沙咀,5256,
22,油尖旺,香港康得思酒店,5257,
23,油尖旺,華美達華麗酒店,5258,
24,東區,嘉亨灣 1座,5259,
25,中西區,上環奧華·時尚精品酒店,5260,
26,離島,香港天際萬豪酒店,5261,
27,離島,富豪機場酒店,5263,
28,灣仔,銅鑼灣迷你酒店,5269,
29,中西區,宏基國際賓館,5270,
30,葵青,荃灣帝盛酒店,5279,
31,離島,映灣園聽濤軒 15座,5281,
32,葵青,荃灣帝盛酒店,5282,
33,離島,大灣南,5283,
34,油尖旺,最佳盛品酒店尖沙咀,5285,
35,東區,南豐新邨 9座,5288,
36,油尖旺,華美達華麗酒店,5289,
37,中西區,香港萬怡酒店,5290,
38,離島,香港愉景灣酒店,5292,
39,西貢,富康花園 9座,5293,
40,油尖旺,香港海景絲麗酒店,5294,
41,葵青,荃灣帝盛酒店,5297,
42,東區,華美達盛景酒店,5303,
43,東區,華美達盛景酒店,5304,
44,荃灣,香港荃灣絲麗酒店,5310,
45,九龍城,樂民新村樂智樓,5312,
46,南區,Kaza - Stanley,5313,
47,中西區,華美達海景酒店,5314,
48,油尖旺,華懋金馬倫中心 Virgo Bar & Restaurant,"5148, 5175",01/10/2020
49,觀塘,鯉魚門市政大廈,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
50,屯門,愛定商場,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
51,灣仔,養和醫院,"5135, 5136, 5137, 5166",07/10/2020
52,油尖旺,香港帝苑酒店,"5170, 5240",08/10/2020
53,西貢,裕明苑裕昌閣,"5200, 5206",09/10/2020
54,西貢,寶盈花園地下 12號舖,"5200, 5206",10/10/2020
55,東區,港島東中心,5259,16/10/2020
56,屯門,金安大廈(商場),5281,17/10/2020
57,屯門,海趣坊 意樂餐廳,5281,17/10/2020
58,東區,愛蝶灣商場,5259,18/10/2020
59,屯門,恆福商場,5281,19/10/2020
60,屯門,青海圍 8號 A1 & A2 東哥點心火鍋第六分 店,5281,20/10/2020
61,屯門,新墟街市,5281,20/10/2020
62,離島,逸東商場一期 譚仔三 哥米線,5281,21/10/2020
63,中西區,皇后大道中 340號,5293,21/10/2020
64,油尖旺,萬利商業大廈,5288,22/10/2020
65,九龍城,松亭閣,5288,22/10/2020
66,中西區,兆英商業大廈,"5293, 5312",23/10/2020
67,灣仔,灣仔道 203號 新森林 焗の專門店,5312,27/10/2020
