,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,灣仔,頤庭酒店銅鑼灣,5215,
1,西貢,景林邨景榆樓,5216,
2,南區,薄扶林花園 6座,5217,
3,油尖旺,帝樂文娜公館,5218,
4,離島,富豪機場酒店,5231,
5,油尖旺,帝樂文娜公館,5234,
6,油尖旺,帝樂文娜公館,5235,
7,九龍城,海灣軒海景酒店 E座,5236,
8,油尖旺,最佳盛品酒店尖沙咀,5242,
9,油尖旺,最佳盛品酒店尖沙咀,5250,
10,中西區,雍慧閣,5251,
11,離島,大灣南,5252,
12,離島,香港天際萬豪酒店,5253,
13,油尖旺,香港九龍諾富特酒店,5254,
14,油尖旺,最佳盛品酒店尖沙咀,5256,
15,油尖旺,香港康得思酒店,5257,
16,油尖旺,華美達華麗酒店,5258,
17,東區,嘉亨灣 1座,5259,
18,中西區,上環奧華·時尚精品酒店,5260,
19,離島,香港天際萬豪酒店,5261,
20,離島,富豪機場酒店,5263,
21,灣仔,銅鑼灣迷你酒店,5269,
22,中西區,宏基國際賓館,5270,
23,葵青,荃灣帝盛酒店,5279,
24,離島,映灣園聽濤軒 15座,5281,
25,葵青,荃灣帝盛酒店,5282,
26,離島,大灣南,5283,
27,油尖旺,最佳盛品酒店尖沙咀,5285,
28,東區,南豐新邨 9座,5288,
29,油尖旺,華美達華麗酒店,5289,
30,中西區,香港萬怡酒店,5290,
31,離島,香港愉景灣酒店,5292,
32,西貢,富康花園 9座,5293,
33,油尖旺,香港海景絲麗酒店,5294,
34,葵青,荃灣帝盛酒店,5297,
35,東區,華美達盛景酒店,5303,
36,東區,華美達盛景酒店,5304,
37,荃灣,香港荃灣絲麗酒店,5310,
38,九龍城,樂民新村樂智樓,5312,
39,南區,Kaza - Stanley,5313,
40,中西區,華美達海景酒店,5314,
41,灣仔,銅鑼灣利景酒店,5315,
42,油尖旺,最佳盛品酒店尖沙咀,5316,
43,中西區,華美達海景酒店,5317,
44,油尖旺,華美達華麗酒店,5318,
45,東區,清華街 10-16號,5321,
46,觀塘,鯉魚門市政大廈,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
47,屯門,愛定商場,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
48,灣仔,養和醫院,"5135, 5136, 5137, 5166",07/10/2020
49,油尖旺,香港帝苑酒店,"5170, 5240",08/10/2020
50,西貢,裕明苑裕昌閣,"5200, 5206",09/10/2020
51,西貢,寶盈花園地下 12號舖,"5200, 5206",10/10/2020
52,東區,港島東中心,5259,16/10/2020
53,屯門,金安大廈(商場),5281,17/10/2020
54,屯門,海趣坊 意樂餐廳,5281,17/10/2020
55,東區,愛蝶灣商場,5259,18/10/2020
56,屯門,恆福商場,5281,19/10/2020
57,屯門,青海圍 8號 A1 & A2 東哥點心火鍋第六分 店,5281,20/10/2020
58,屯門,新墟街市,5281,20/10/2020
59,離島,逸東商場一期 譚仔三 哥米線,5281,21/10/2020
60,中西區,皇后大道中 340號,5293,21/10/2020
61,油尖旺,萬利商業大廈,5288,22/10/2020
62,九龍城,松亭閣,5288,22/10/2020
63,中西區,兆英商業大廈,"5293, 5312",23/10/2020
64,灣仔,港灣道體育館,5321,23/10/2020
65,東區,新都城大廈 富臨皇宮 (北角店),5321,24/10/2020
66,灣仔,灣仔道 203號 新森林 焗の專門店,5312,27/10/2020
67,觀塘,啟業商場熟食亭 德源 極上串王,5321,28/10/2020
68,中西區,信德中心西座,5321,29/10/2020
