,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,油尖旺,香港九龍諾富特酒店,5081,
1,離島,香港天際萬豪酒店,5082,
2,元朗,鳳翔大廈,5083,
3,油尖旺,都會海逸酒店,5084,
4,油尖旺,香港海景絲麗酒店,5085,
5,油尖旺,最佳盛品酒店尖沙咀,5086,
6,中西區,普慶閣,5095,
7,油尖旺,維港灣酒店,5096,
8,油尖旺,帝峯‧皇殿 2座,5097,
9,油尖旺,福僑大廈,5098,
10,觀塘,觀塘帝盛酒店,5098,
11,觀塘,悦品海景酒店,5098,
12,離島,香港天際萬豪酒店,5099,
13,灣仔,光裕樓,5102,
14,油尖旺,位元樓,5104,
15,東區,華美達盛景酒店,5105,
16,沙田,翠嶺山莊 2座,5107,
17,油尖旺,最佳盛品酒店尖沙咀,5110,
18,油尖旺,立德大樓,5110,
19,葵青,長宏邨宏勇樓,5111,
20,沙田,翠嶺山莊 2座,5112,
21,離島,香港天際萬豪酒店,5113,
22,油尖旺,君怡酒店,5114,
23,葵青,藍澄灣 5座,5122,
24,油尖旺,豪麗大廈,5123,
25,油尖旺,香港仕德福山景酒店,5123,
26,油尖旺,立德大樓,5124,
27,油尖旺,立德大樓,5125,
28,東區,富家閣,5126,
29,油尖旺,君怡酒店,5130,
30,油尖旺,豪麗大廈,5130,
31,油尖旺,砵蘭街 177A號,5131,
32,灣仔,快添大廈,5132,
33,屯門,龍門居 15座,5133,
34,觀塘,油翠苑泳美閣,5135,
35,油尖旺,駿發花園 3座,5136,
36,屯門,寶田邨 6座,5137,
37,葵青,國寶之家,5140,
38,油尖旺,帝苑酒店,5141,
39,西貢,健明邨健晴樓,5143,
40,西貢,健明邨健晴樓,5144,
41,離島,富豪機場酒店,5145,
42,黃大仙,康強苑,5148,
43,葵青,國寶之家,5149,
44,西貢,健明邨健晴樓,5150,
45,葵青,國寶之家,5151,
46,葵青,國寶之家,5152,
47,葵青,國寶之家,5153,
48,葵青,國寶之家,5154,
49,葵青,國寶之家,5155,
50,葵青,國寶之家,5156,
51,葵青,國寶之家,5157,
52,葵青,國寶之家,5158,
53,葵青,國寶之家,5159,
54,葵青,國寶之家,5160,
55,東區,賽西湖大廈 6座,5161,
56,離島,映灣園 3期悅濤軒 9座,5163,
57,屯門,安定邨定龍樓,5164,
58,油尖旺,駿發花園 3座,5165,
59,深水埗,基隆街 108號,5166,
60,大埔,新峰花園 15座,5169,
61,觀塘,秀茂坪邨秀逸樓,5170,
62,葵青,國寶之家,5174,
63,深水埗,明德大廈,5175,
64,離島,映灣園 3期悅濤軒 9座,5176,
65,葵青,國寶之家,5179,
66,葵青,國寶之家,5180,
67,油尖旺,華美達華麗酒店,5182,
68,東區,北角 M1酒店,5183,
