,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,沙田,啟源樓,5331,
1,油尖旺,東方泛達酒店,5331,
2,離島,海景渡假樂園,5332,
3,大埔,大埔圍頭村,5332,
4,大埔,廣褔邨廣義樓,5336,
5,大埔,圍頭村,5337,
6,大埔,富善邨善鄰樓,5338,
7,東區,港島海逸君綽酒店,5340,
8,東區,港島海逸君綽酒店,5341,
9,大埔,圍頭村,5342,
10,灣仔,人和悅大廈,5343,
11,油尖旺,香港海景絲麗酒店,5344,
12,油尖旺,華美達華麗酒店,5345,
13,大埔,廣褔邨廣祐樓,5347,
14,大埔,富善邨善鄰樓,5348,
15,離島,諾富特東薈城酒店,5352,
16,元朗,水流田村,5354,
17,油尖旺,香港九龍諾富特酒店,5356,
18,離島,富豪機場酒店,5361,
19,九龍城,奧斯酒店,5362,
20,大埔,廣褔邨廣平樓,5365,
21,九龍城,巴豪苑,5367,
22,九龍城,巴豪苑,5371,
23,離島,愉景灣倚濤軒,5372,
24,元朗,翠苑,5373,
25,大埔,寶雅苑興和閣,5375,
26,油尖旺,香港九龍諾富特酒店,5376,
27,離島,昇薈 3座,5377,
28,油尖旺,九龍香格里拉大酒店,5379,
29,離島,香港天際萬豪酒店,5380,
30,大埔,寶雅苑興和閣,5382,
31,沙田,金獅花園 2期金寧閣,5384,
32,離島,昇薈 3座,5388,
33,離島,昇薈 3座,5389,
34,離島,昇薈 3座,5390,
35,葵青,葵盛西邨 9座,5391,
36,離島,香港天際萬豪酒店,5393,
37,離島,逸泰居,5396,
38,屯門,明偉大樓,5398,
39,荃灣,全.城滙第 7座,5399,
40,九龍城,都會軒 1座,5405,
41,油尖旺,君怡酒店,5408,
42,深水埗,海麗邨海暉樓,5409,
43,元朗,壆圍村,5417,
44,沙田,銀禧花園第 6座,5418,
45,中西區,翠景閣,5419,
46,北區,安盛苑,5420,
47,中西區,ONE · EIGHT · ONE酒店,5421,
48,離島,香港天際萬豪酒店,5425,
49,灣仔,香港銅鑼灣皇冠假日酒店,5426,
50,荃灣,豪景花園八座,5427,
51,灣仔,香港萬麗海景酒店,5429,
52,大埔,大埔中心 5期 18座,5432,
53,油尖旺,德豐大廈,5433,
54,東區,太古城太湖閣,5435,
55,深水埗,海麗邨海暉樓,5436,
56,油尖旺,最佳盛品酒店尖沙咀,5437,
57,黃大仙,慈康邨康潤樓,5439,
58,大埔,廣褔邨廣仁樓,5440,
59,沙田,新田圍邨盛圍樓,5446,
60,南區,南灣 9座,5451,
61,中西區,香港莎瑪荷李活服務式公寓,5454,
62,黃大仙,慈康邨康潤樓,5455,
63,黃大仙,慈康邨康潤樓,5456,
64,大埔,廣福邨廣仁樓,5457,
65,南區,南岸奧華酒店,5458,
66,油尖旺,德豐大廈,5459,
67,西貢,南豐廣場 6座,5463,
68,西貢,香港天際萬豪酒店,5464,
69,荃灣,香港荃灣絲麗酒店,5465,
70,油尖旺,三角洲酒店,5466,
71,油尖旺,香港九龍彩鴻酒店,5467,
72,中西區,兆英商業大廈,"5293, 5312",23/10/2020
73,南區,香葉道 1號,"5332, 5342",31/10/2020
74,元朗,安寧路 112A號,5354,02/11/2020
75,黃大仙,樂富廣場 丸亀製麵,5398,03/11/2020
76,九龍城,浸會大學,5398,03/11/2020
77,中西區,統一中心,5417,03/11/2020
78,黃大仙,摩士公園足球場,5354,04/11/2020
79,大埔,永發樓 德美壽司,5365,04/11/2020
80,屯門,麗寶商場,5398,04/11/2020
81,九龍城,新山道 6號 譽麵坊,5398,04/11/2020
82,南區,One Island South,5398,04/11/2020
83,大埔,鄉事會街 13號 華輝餐廳,5365,05/11/2020
84,九龍城,教育局九龍塘教育服務 中心,5382,05/11/2020
85,九龍城,又一城 温野菜,5382,05/11/2020
86,油尖旺,富榮花園 17座,5382,05/11/2020
87,東區,香港維港凱悅尚萃酒店,5398,05/11/2020
88,油尖旺,旺角中心 1期,5398,05/11/2020
89,深水埗,北河街體育館,5398,05/11/2020
90,九龍城,城南道 創發潮州飯店,5399,05/11/2020
91,西貢,大網仔路 海灣吧,5399,05/11/2020
92,油尖旺,創興廣埸 盈館,5439,05/11/2020
93,觀塘,駿業熟食市場,5444,05/11/2020
94,沙田,新城市廣場一期 三星 台菜食堂,"5375, 5382",06/11/2020
95,灣仔,光大中心,"5375, 5384",06/11/2020
96,沙田,沙田娛樂城 扒王之王,5382,06/11/2020
97,灣仔,建利大廈,5384,06/11/2020
98,離島,東薈城,"5388, 5389",06/11/2020
99,荃灣,荃灣廣場 鴻星中菜,5399,06/11/2020
100,荃灣,荃新天地麥奀 雲吞麵 世家,5399,06/11/2020
101,荃灣,荃新天地 米線陣,5399,06/11/2020
102,深水埗,海麗商場 喜兆年酒家,5436,06/11/2020
103,深水埗,海麗商場,5436,06/11/2020
104,油尖旺,胡社生行 金御海鮮酒 家,5439,06/11/2020
105,油尖旺,朗豪坊,5446,06/11/2020
106,九龍城,嘉福閣 德昌魚蛋粉,"5367, 5371",07/11/2020
107,灣仔,海華大廈,5371,07/11/2020
108,沙田,聖公會主風小學,"5375, 5382",07/11/2020
109,中西區,香港大學莊月明文娛中 心 Café 330,5382,07/11/2020
110,中西區,香港大學明華綜合大樓,5382,07/11/2020
111,沙田,M.C. BOX 隆亨市集,5384,07/11/2020
112,離島,迪欣湖兒童遊樂場,5388,07/11/2020
113,屯門,仁愛堂街 14號,5398,07/11/2020
114,中西區,薄扶林道 22-32號 鴻興茶餐廳,5419,07/11/2020
115,油尖旺,新世紀廣場 百樂潮州 酒樓,5419,07/11/2020
116,油尖旺,埃華街 85-87號 金沙茶餐廳,5427,07/11/2020
117,油尖旺,西九匯,5427,07/11/2020
118,大埔,昌運中心 瑞峰軒,5432,07/11/2020
119,荃灣,荃灣廣場 鴻星中菜,5444,07/11/2020
120,荃灣,荃新天地,5444,07/11/2020
121,荃灣,楊屋道市政大廈,5444,07/11/2020
122,灣仔,莊士敦道 178-186號 麥當勞,5384,08/11/2020
123,油尖旺,朗豪坊 麥當勞,5391,08/11/2020
124,油尖旺,胡社生行 金苑酒家,5391,08/11/2020
125,屯門,明藝街 8號 妙法齋,5398,08/11/2020
126,沙田,禾輋邨 民禾樓,5418,08/11/2020
127,油尖旺,太子道西 141號 元朗冰室,5427,08/11/2020
128,大埔,昌運中心 咪走雞燒味 至尊小廚,5432,08/11/2020
129,大埔,大埔廣場 爭鮮迴轉壽司,5432,08/11/2020
130,油尖旺,新漢大廈,5433,08/11/2020
131,油尖旺,洋松街 56號 鴻昌茶餐廳,5433,08/11/2020
132,沙田,京瑞廣場一期 麗島小廚,5399,09/11/2020
133,沙田,京瑞廣場一期 狀元橋米線,5399,09/11/2020
134,沙田,京瑞廣場一期 台豐台灣美食,5399,09/11/2020
135,荃灣,如心海景酒店 如粵滬中菜廳,"5399, 5444",09/11/2020
136,葵青,葵涌邨葵涌商場,5427,09/11/2020
137,屯門,啟豐商場 小桃園餐廳 小廚,5427,09/11/2020
138,觀塘,信和工商中心 祥和食堂,5427,09/11/2020
139,沙田,香港中文大學 李炳醫 學圖書館,5432,09/11/2020
140,沙田,香港中文大學 大學保 健醫療中心,5432,09/11/2020
141,沙田,全輝中心 裕發粉麵茶 餐廳,5432,09/11/2020
142,灣仔,皇室堡 元氣壽司,5435,09/11/2020
143,灣仔,山光道 25號,5446,09/11/2020
144,沙田,新貿中心 永興食堂,5399,10/11/2020
145,沙田,偉達中心,5399,10/11/2020
146,葵青,葵涌商場街市,5427,10/11/2020
147,葵青,光輝大廈 雲貴軒米線 專門店,5427,10/11/2020
148,大埔,大埔廣場,5432,10/11/2020
149,九龍城,譚公道 34E號 品甜咖啡店,5435,10/11/2020
150,九龍城,協恩中學,5435,10/11/2020
151,深水埗,北河街街市及熟食中心,5436,10/11/2020
152,黃大仙,毓華街 64號,5439,10/11/2020
153,觀塘,創紀之城 1期渣打中心,5444,10/11/2020
154,灣仔,希慎廣場,5426,11/11/2020
155,觀塘,國際展貿中心 台灣麵,5427,11/11/2020
156,觀塘,國際展貿中心,5427,11/11/2020
157,觀塘,信和工商中心 信和食堂,5427,11/11/2020
158,油尖旺,奧柏 ̇御峯商場 彩翠軒酒家,5433,11/11/2020
159,油尖旺,莊士倫敦廣場,5439,11/11/2020
160,黃大仙,鳳德社區中心,5455,11/11/2020
161,大埔,大埔墟街市,5457,11/11/2020
162,沙田,新田圍邨商場,5446,12/11/2020
163,油尖旺,始創中心 潮.悅,5456,12/11/2020
