,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,葵青,石籬(二)邨石怡樓,10713,
1,葵青,石籬(二)邨石怡樓,10715,
2,大埔,太和邨愛和樓,10716,
3,大埔,太和邨麗和樓,10717,
4,深水埗,慶華大廈,10718,
5,觀塘,牛頭角上邨常興樓,10719,
6,油尖旺,英美大樓,10720,
7,九龍城,家維邨家廉樓,10722,
8,灣仔,華麗銅鑼灣酒店,10723,
9,中西區,頤庭酒店,10724,
10,葵青,石籬(二)邨石怡樓,10725,
11,沙田,禾輋邨富和樓,10726,
12,元朗,水邊圍邨山水樓,10727,
13,西貢,顯明苑,10728,
14,油尖旺,富多來新邨富殿樓,10729,
15,元朗,南邊圍一里,10730,
16,荃灣,海濱花園海霞閣,10731,
17,沙田,銀禧花園 6座,10732,
18,元朗,屏唐花園,10733,
19,九龍城,家維邨家廉樓,10734,
20,油尖旺,美麗都大廈,10735,
21,元朗,錦田逢吉鄉,10736,
22,沙田,錦豐苑錦蘭閣,10738,
23,元朗,遠東發展元朗大廈,10740,
24,深水埗,石硤尾邨美映樓,10741,
25,深水埗,石硤尾邨美映樓,10742,
26,離島,東環 1期 5A座,10745,
27,九龍城,奧斯酒店,10746,
28,九龍城,映月臺 B座,10747,
29,九龍城,富薈馬頭圍酒店,10748,
30,南區,碧麗苑,10749,
31,大埔,三門仔新村,10750,
32,九龍城,黃埔花園銀竹苑 2座,10751,
33,九龍城,香港嘉里酒店,10752,
34,九龍城,香港嘉里酒店,10753,
35,南區,如心南灣海景酒店,10755,
36,大埔,廣褔邨廣智樓,10756,
37,沙田,禾輋邨富和樓,10757,
38,黃大仙,嘉喜大廈,10758,
39,油尖旺,上海街 286號,10759,
40,九龍城,富薈馬頭圍酒店,10760,
41,灣仔,港島英迪格酒店,10761,
42,元朗,遠東發展元朗大廈,10762,
43,大埔,三門仔新村,10763,
44,油尖旺,富多來新邨 1期富殿樓,10764,
45,荃灣,龍華樓,10765,
46,大埔,太和邨愛和樓,10766,
47,大埔,太和邨麗和樓,10767,
48,油尖旺,華源大廈 C座,10768,
49,離島,香港天際萬豪酒店,10769,
50,西貢,新都城 1期 1座,10770,
51,沙田,富寶花園 1座,10771,
52,九龍城,土瓜灣道 267號,10772,
53,中西區,華麗都會酒店,10773,
54,九龍城,家維邨家廉樓,10774,
55,黃大仙,嘉喜大廈,10775,
56,油尖旺,美麗都大廈,10776,
57,大埔,廣褔邨廣智樓,10777,
58,油尖旺,美麗都大廈,10778,
59,油尖旺,美麗都大廈,10779,
60,葵青,寶星中心 A座,10780,
61,元朗,天頌苑頌棋閣,10781,
62,荃灣,龍華樓,10787,
63,東區,杏花邨 26座,10788,
64,九龍城,家維邨家廉樓,10789,
65,灣仔,香港灣仔帝盛酒店,10790,
66,黃大仙,鳳鑽苑,10791,
67,葵青,荃灣帝盛酒店,10792,
68,元朗,大生圍,10793,
69,葵青,石籬(二)邨石怡樓,10794,
70,觀塘,彩頤居 A座,10795,
71,沙田,乙明邨明恩樓,10798,
72,觀塘,匯景花園 1座,10799,
73,深水埗,福華大廈,10800,
74,油尖旺,金冠大廈,10801,
75,九龍城,維港‧星岸 2座,10802,
76,元朗,康城大樓,10803,
77,觀塘,高翔苑高鳳閣,10805,
78,黃大仙,安利大廈,10807,
79,屯門,富泰邨秀泰樓,10808,
80,油尖旺,高景臺,10809,
81,元朗,大生圍,10811,
82,九龍城,富薈馬頭圍酒店,10812,
83,油尖旺,華源大廈 C座,10813,
84,黃大仙,鳳鑽苑,10814,
85,大埔,88廣場,10816,
86,深水埗,崇德樓,10817,
87,沙田,綠怡雅苑 1座,10818,
88,元朗,大生圍,10819,
89,觀塘,秀茂坪邨秀程樓,10820,
90,元朗,日新大廈,10821,
91,九龍城,馬頭角羈留中心,10822,
92,葵青,涌美老屋村,10823,
93,屯門,富泰邨秀泰樓,10824,
94,沙田,綠怡雅苑 1座,10825,
95,油尖旺,高景臺,10826,
96,大埔,太和邨新和樓,10827,
97,觀塘,安田邨安健樓,10828,
98,東區,聯和大廈,10829,
99,中西區,利時大廈,10830,
100,觀塘,宜安中心,10831,
101,九龍城,根德閣 5座,10832,
102,中西區,華大盛品酒店,10833,
103,九龍城,崇愛樓,10834,
104,沙田,銀禧花園 6座,10835,
105,離島,新圍村,10836,
106,觀塘,宜安中心,10837,
107,觀塘,安田邨安健樓,10838,
108,油尖旺,禮基大廈,10840,
109,沙田,香港恒生大學賽馬會住宿書院善衡康活 書院,10840,
110,北區,上水名都羅馬閣,10840,
111,觀塘,安田邨安健樓,10841,
112,葵青,雍雅軒 1座,10845,
113,北區,上水名都羅馬閣,10846,
114,觀塘,秀茂坪南邨秀旺樓,10847,
115,九龍城,九龍維景酒店,10848,
116,沙田,銀禧花園 6座,10849,
117,九龍城,根德閣 5座,10850,
118,九龍城,根德閣 5座,10851,
119,大埔,廣褔邨廣智樓,10852,
120,葵青,雍雅軒 1座,10853,
121,葵青,雍雅軒 1座,10854,
122,元朗,石湖塘,10855,
123,葵青,葵聯邨聯欣樓,10856,
124,北區,皇府山 5座,10857,
125,北區,上水名都羅馬閣,10858,
126,葵青,雍雅軒 1座,10859,
127,東區,明愛樂義學校,10863,
128,黃大仙,慈正邨正怡樓,10864,
129,觀塘,翠屏(北)邨翠楠樓高座,10865,
130,元朗,泰康圍,10866,
131,觀塘,匯景花園 1座,10867,
132,葵青,雍雅軒 1座,10868,
133,深水埗,福華街 48號,10869,
134,北區,皇府山 5座,10870,
135,東區,偉文大廈,10871,
136,東區,康怡花園 D座,10873,
137,東區,東盛苑,10874,
138,觀塘,安田邨安健樓,10876,
139,觀塘,宜安中心,10877,
140,觀塘,宜安中心,10878,
141,南區,華貴邨華禮樓,10880,
142,屯門,澤豐花園澤民樓,10882,
143,沙田,恆安邨恆海樓,10883,
144,元朗,橫台山永寧里,10884,
145,東區,明愛樂義學校,10886,
146,元朗,八鄉石湖塘,10887,
147,油尖旺,文苑樓前座,10888,
148,油尖旺,文苑樓前座,10889,
149,油尖旺,文苑樓前座,10890,
150,油尖旺,文苑樓前座,10891,
151,東區,東盛苑,10892,
152,東區,康怡花園 D座,10893,
153,九龍城,環海.東岸 1C座,10894,
154,黃大仙,金橋大廈,10895,
155,荃灣,荃灣中心南寧樓,10896,
156,九龍城,九龍維景酒店,10897,
157,東區,杏花邨 26座,10898,
158,油尖旺,文苑樓前座,10899,
159,黃大仙,竹園 (南) 邨華園樓,10900,
160,觀塘,麗裕大廈,10902,
161,沙田,雲疊花園 2 座,10904,
162,東區,杏花邨 26座,10905,
163,荃灣,荃灣中心南寧樓,10906,
164,荃灣,荃灣中心南寧樓,10907,
165,荃灣,荃灣中心南寧樓,10908,
166,南區,華貴邨華賢樓,10909,
167,深水埗,福華街 570-572號,10910,
168,中西區,浚峯,10911,
169,東區,東旭苑東曉閣,10912,
170,元朗,八鄉蓮花地,10913,
171,油尖旺,彌敦道 315 號,10914,
172,大埔,策誠軒 I座,10915,
173,深水埗,泓景臺 6座,10916,
174,東區,逸樺園 1座,10917,
175,西貢,尚德邨尚信樓,10918,
176,東區,康怡花園 D座,10919,
177,觀塘,牛頭角下邨貴亮樓,10920,
178,西貢,香港九龍東智選假日酒店,10921,
179,西貢,維景灣畔 16座,10921,
180,油尖旺,維港灣 7座,10922,
181,東區,華美達盛景酒店,10923,
182,元朗,尚豪庭 1座,10924,
183,元朗,橫台山永寧里,10925,
184,南區,華貴邨華賢樓,10926,
185,九龍城,愛民邨建民樓,10927,
186,觀塘,宏天廣場,"10055, 10349, 10404",28/01/2021
187,東區,嘉雲樓地下,"10480, 10481",28/01/2021
188,九龍城,何文田廣場,"8813, 8870, 9029, 9049, 9050, 10379, 10482",28/01/2021
