,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,九龍城,馬頭角羈留中心,10822,
1,葵青,涌美老屋村,10823,
2,屯門,富泰邨秀泰樓,10824,
3,沙田,綠怡雅苑 1座,10825,
4,油尖旺,高景臺,10826,
5,大埔,太和邨新和樓,10827,
6,觀塘,安田邨安健樓,10828,
7,東區,聯和大廈,10829,
8,中西區,利時大廈,10830,
9,觀塘,宜安中心,10831,
10,九龍城,根德閣 5座,10832,
11,中西區,華大盛品酒店,10833,
12,九龍城,崇愛樓,10834,
13,沙田,銀禧花園 6座,10835,
14,離島,新圍村,10836,
15,觀塘,宜安中心,10837,
16,觀塘,安田邨安健樓,10838,
17,油尖旺,禮基大廈,10840,
18,沙田,香港恒生大學賽馬會住宿書院善衡康活 書院,10840,
19,北區,上水名都羅馬閣,10840,
20,觀塘,安田邨安健樓,10841,
21,葵青,雍雅軒 1座,10845,
22,北區,上水名都羅馬閣,10846,
23,觀塘,秀茂坪南邨秀旺樓,10847,
24,九龍城,九龍維景酒店,10848,
25,沙田,銀禧花園 6座,10849,
26,九龍城,根德閣 5座,10850,
27,九龍城,根德閣 5座,10851,
28,大埔,廣褔邨廣智樓,10852,
29,葵青,雍雅軒 1座,10853,
30,葵青,雍雅軒 1座,10854,
31,元朗,石湖塘,10855,
32,葵青,葵聯邨聯欣樓,10856,
33,北區,皇府山 5座,10857,
34,北區,上水名都羅馬閣,10858,
35,葵青,雍雅軒 1座,10859,
36,東區,明愛樂義學校,10863,
37,黃大仙,慈正邨正怡樓,10864,
38,觀塘,翠屏(北)邨翠楠樓高座,10865,
39,元朗,泰康圍,10866,
40,觀塘,匯景花園 1座,10867,
41,葵青,雍雅軒 1座,10868,
42,深水埗,福華街 48號,10869,
43,北區,皇府山 5座,10870,
44,東區,偉文大廈,10871,
45,東區,康怡花園 D座,10873,
46,東區,東盛苑,10874,
47,觀塘,安田邨安健樓,10876,
48,觀塘,宜安中心,10877,
49,觀塘,宜安中心,10878,
50,南區,華貴邨華禮樓,10880,
51,屯門,澤豐花園澤民樓,10882,
52,沙田,恆安邨恆海樓,10883,
53,元朗,橫台山永寧里,10884,
54,東區,明愛樂義學校,10886,
55,元朗,八鄉石湖塘,10887,
56,油尖旺,文苑樓前座,10888,
57,油尖旺,文苑樓前座,10889,
58,油尖旺,文苑樓前座,10890,
59,油尖旺,文苑樓前座,10891,
60,東區,東盛苑,10892,
61,東區,康怡花園 D座,10893,
62,九龍城,環海.東岸 1C座,10894,
63,黃大仙,金橋大廈,10895,
64,荃灣,荃灣中心南寧樓,10896,
65,九龍城,九龍維景酒店,10897,
66,東區,杏花邨 26座,10898,
67,油尖旺,文苑樓前座,10899,
68,黃大仙,竹園 (南) 邨華園樓,10900,
69,觀塘,麗裕大廈,10902,
70,沙田,雲疊花園 2 座,10904,
71,東區,杏花邨 26座,10905,
72,荃灣,荃灣中心南寧樓,10906,
73,荃灣,荃灣中心南寧樓,10907,
74,荃灣,荃灣中心南寧樓,10908,
75,南區,華貴邨華賢樓,10909,
76,深水埗,福華街 570-572號,10910,
77,中西區,浚峯,10911,
78,東區,東旭苑東曉閣,10912,
79,元朗,八鄉蓮花地,10913,
80,油尖旺,彌敦道 315 號,10914,
81,大埔,策誠軒 I座,10915,
82,深水埗,泓景臺 6座,10916,
83,東區,逸樺園 1座,10917,
84,西貢,尚德邨尚信樓,10918,
85,東區,康怡花園 D座,10919,
86,觀塘,牛頭角下邨貴亮樓,10920,
87,西貢,香港九龍東智選假日酒店,10921,
88,西貢,維景灣畔 16座,10921,
89,油尖旺,維港灣 7座,10922,
90,東區,華美達盛景酒店,10923,
91,元朗,尚豪庭 1座,10924,
92,元朗,橫台山永寧里,10925,
93,南區,華貴邨華賢樓,10926,
94,九龍城,愛民邨建民樓,10927,
95,九龍城,愛民邨衛民樓,10929,
96,觀塘,牛頭角下邨貴亮樓,10931,
97,油尖旺,君頤峰 2座,10932,
98,南區,華貴邨華賢樓,10935,
99,觀塘,君立酒店,10936,
100,觀塘,彩興苑彩蕎閣,10936,
101,深水埗,石硤尾邨 22座,10937,
102,深水埗,石硤尾邨美薈樓,10938,
103,沙田,觀瀾雅軒 4座,10939,
104,灣仔,熙華大廈 B座,10940,
105,深水埗,美孚新邨 8期百老匯街 122-124號,10941,
106,觀塘,秀茂坪邨秀康樓,10942,
107,黃大仙,樂富邨樂民樓,10944,
108,觀塘,秀茂坪邨秀康樓,10945,
109,黃大仙,香港九龍貝爾特酒店,10946,
110,九龍城,愛民邨建民樓,10947,
111,離島,裕泰苑 B座,10948,
112,九龍城,愛民邨建民樓,10949,
113,油尖旺,維港灣 7座,10950,
114,油尖旺,維港灣 7座,10951,
115,九龍城,美景樓 1期,10953,
116,南區,華貴邨華賢樓,10954,
117,黃大仙,彩雲(一)邨飛鳳樓,10955,
118,東區,富澤花園富達閣,10957,
119,油尖旺,金勳大廈,10958,
120,油尖旺,君頤峰 2座,10960,
121,觀塘,如心艾朗酒店,10961,
122,沙田,觀瀾雅軒 4座,10961,
123,大埔,好時華廷,10962,
124,九龍城,啟晴邨滿晴樓,10963,
125,油尖旺,彌敦道 315號,10964,
126,南區,華貴邨華賢樓,10965,
127,深水埗,石硤尾邨美薈樓,10966,
128,九龍城,豪華之家,10967,
129,深水埗,昇悅居 2座,10968,
130,東區,杏花邨 45座,10969,
131,沙田,桂園 11座,10970,
132,葵青,寧峰苑庭峰閣,10971,
133,離島,蘅峰蘅欣徑 12A,10972,
134,屯門,欣田邨綠田樓,10973,
135,油尖旺,海灣軒海景酒店 E座,10974,
136,離島,逸東(一)邨祿逸樓,10975,
137,九龍城,燕安街 22-24號,10976,
138,油尖旺,海灣軒海景酒店 E座,10977,
139,大埔,富善邨善鄰樓,10978,
140,沙田,桂園 11座,10979,
141,大埔,太和邨喜和樓,10980,
142,屯門,海翠花園 4座,10981,
143,九龍城,樂民新村樂善樓,10982,
144,觀塘,樂華南邨輝華樓,10983,
145,九龍城,愛民邨衛民樓,10984,
146,深水埗,石硤尾邨美薈樓,10989,
147,觀塘,安泰邨智泰樓,10990,
148,油尖旺,海灣軒海景酒店 E座,10991,
149,荃灣,珀麗灣 6座,10992,
150,深水埗,美孚新邨 8期百老匯街 122-124號,10994,
151,觀塘,曉麗苑曉暉閣,10995,
152,觀塘,泰康樓 B座,10995,
153,中西區,山頂明德國際醫院員工宿舍,10996,
154,中西區,山頂明德國際醫院員工宿舍,10997,
155,灣仔,三元大廈,10998,
156,東區,興華(二)邨裕興樓,10998,
157,觀塘,富華閣,10999,
158,深水埗,昇悅居 2座,11000,
159,荃灣,珀麗灣 26座,11001,
160,屯門,友愛邨愛智樓 2座,11002,
161,油尖旺,九龍珀麗酒店,11002,
162,元朗,寶城洋樓,11003,
163,灣仔,熙華大廈 B座,11005,
164,油尖旺,大南街 76號,11006,
165,荃灣,祐建樓,11009,
166,觀塘,安泰邨智泰樓,11010,
167,觀塘,秀茂坪邨秀逸樓,11010,
168,觀塘,安泰邨智泰樓,11011,
169,北區,安圃村,11012,
170,油尖旺,海威大廈,11014,
171,西貢,萬壽新村,11015,
172,葵青,荔景邨樂景樓,11016,
173,深水埗,石硤尾邨美薈樓,11017,
174,葵青,葵芳邨葵安樓,11019,
175,中西區,明德國際醫院員工宿舍,11020,
176,黃大仙,彩虹道 48-56號麗景樓,11026,
177,觀塘,安泰邨智泰樓,11027,
178,油尖旺,長豐大廈,11028,
179,油尖旺,馬哥孛羅香港酒店,11028,
180,觀塘,秀茂坪邨秀康樓,11029,
181,西貢,香港科技大學高級教職員宿舍 7座,11030,
182,沙田,沙田第一城第 10座,11031,
183,觀塘,秀茂坪邨秀逸樓,11032,
184,西貢,蔚藍灣畔 3座,國家衞健委 通報的個案,
185,黃大仙,金橋大廈,11034,
186,九龍城,啟晴邨滿晴樓,11035,
187,葵青,葵盛西邨 6座,11036,
188,南區,置富花園富恒苑,11038,
189,沙田,錦豐苑錦蘭閣,11039,
190,九龍城,君柏 1座,11040,
191,深水埗,石硤尾邨美薈樓,11041,
192,黃大仙,金橋大廈,11042,
193,油尖旺,長豐大廈,11043,
194,油尖旺,馬哥孛羅香港酒店,11043,
195,東區,興華(二)邨裕興樓,11044,
196,黃大仙,彩虹道 48-56號麗景樓,11045,
197,黃大仙,金橋大廈,11046,
198,西貢,日出康城緻藍天第二座,11047,
199,屯門,怡樂花園 1座,11049,
200,元朗,天晴邨晴滿樓,11051,
201,觀塘,安泰邨智泰樓,11053,
202,九龍城,君柏 1座,11054,
203,離島,海堤灣畔 2座,11055,
204,西貢,蔚藍灣畔 5座,11056,
205,黃大仙,金橋大廈,11057,
206,黃大仙,金橋大廈,11058,
207,中西區,華美達海景酒店,11059,
208,南區,置富花園富恒苑,11060,
209,荃灣,愉景新城 1座,11061,
210,觀塘,安達邨仁達樓,11062,
211,觀塘,曉麗苑曉暉閣,11063,
212,中西區,居仁閣,11064,
213,油尖旺,金勳大廈,11065,
214,東區,華美達盛景酒店,11066,
215,九龍城,九龍維景酒店,11067,
216,離島,香港國際機場,"9736, 9928, 9996, 10099, 10250, 10627",05/02/2021
217,黃大仙,樂富廣場,"10349, 10666",06/02/2021
218,觀塘,安泰邨服務設施大樓,"10702, 10708",06/02/2021
219,離島,香港國際機場第三跑道 地盤,"9928, 10126, 10321, 10348, 10382, 10386, 10389, 10390, 10392, 10418, 10425, 10450, 10452, 10494, 10574, 10660",06/02/2021
220,油尖旺,海港城,"10636, 10791",07/02/2021
221,黃大仙,嘉就工業大廈,"10675, 10678",07/02/2021
222,中西區,置地廣場,"9471, 9828, 10729",07/02/2021
223,葵青,華豐工業中心,"10678, 10710",08/02/2021
224,離島,迪士尼行政大樓,"10715, 10720",08/02/2021
225,大埔,太和邨麗和樓,"10545, 10716",09/02/2021
226,大埔,昌運中心,"10619, 10756",09/02/2021
227,黃大仙,龍蟠苑商場,"10758, 10770",09/02/2021
228,深水埗,石硤尾邨商場,"10677, 10742",10/02/2021
229,大埔,汀角樓,"10750, 10763",11/02/2021
230,葵青,葵涌消防局,"10793, 10805, 10823",12/02/2021
231,葵青,新都會廣場,"7991, 8394, 8579, 9664, 10710, 10854",14/02/2021
232,深水埗,西九龍中心,"9974, 10181, 10255, 10817",14/02/2021
233,觀塘,匯景廣場,"10799, 10826",15/02/2021
234,深水埗,北河街市政大廈,"6341, 6885, 7364, 7872, 7911, 8284, 8587, 8653, 9038, 10322, 10656, 10800, 10869",17/02/2021
235,灣仔,海德中心,10866,19/02/2021
236,東區,北角匯 星巴克咖啡,10871,19/02/2021
237,東區,太古城中心,10873,19/02/2021
238,灣仔,勵德邨德全樓,10876,19/02/2021
239,南區,嘉尚匯,10878,19/02/2021
240,灣仔,麗駿酒店 味苑,10880,19/02/2021
241,元朗,天逸邨逸灣樓,10882,19/02/2021
242,元朗,天耀邨耀豐樓,10882,19/02/2021
243,沙田,恆安商場 金龍泉,10883,19/02/2021
244,油尖旺,莊士倫敦廣場 肯德基,10888,19/02/2021
245,沙田,駿嶺薈,10888,19/02/2021
246,觀塘,臨澤街 8號,10894,19/02/2021
247,觀塘,創業街 9號,10896,19/02/2021
248,觀塘,冠天閣 大家樂,10902,19/02/2021
249,荃灣,悅品酒店.荃灣 The Platter,10907,19/02/2021
250,大埔,富善街市,10915,19/02/2021
251,元朗,形點 I 北京樓,10924,19/02/2021
252,觀塘,1亞太中心 海港酒家,10878,20/02/2021
253,油尖旺,白加士街 47-49號 澳洲 牛奶公司,10882,20/02/2021
254,觀塘,友邦九龍大樓,10882,20/02/2021
255,觀塘,富利工業大廈 深仔記,10882,20/02/2021
256,油尖旺,港威大廈 1座,10882,20/02/2021
257,中西區,Imperial Kennedy 花園 餐廳,10888,20/02/2021
258,中西區,西寶城 麥當勞,10888,20/02/2021
259,中西區,西寶城 Panash Bakery & Café,10888,20/02/2021
260,觀塘,德福廣場 1期 美心皇宮,10902,20/02/2021
261,荃灣,荃新天地 2期 麗都總廚,10907,20/02/2021
262,荃灣,楊屋道市政大廈,10907,20/02/2021
263,荃灣,如心廣場商場 2期 湊湊 火鍋.茶憩,10924,20/02/2021
264,元朗,形點 I 馬祖台灣養生湯 麵館,10924,20/02/2021
265,大埔,逸瓏灣 II期 逸翠軒,10932,20/02/2021
266,西貢,香港專業教育學院 (李 惠利),10935,20/02/2021
267,觀塘,德福廣場 1期 Simplylife Bakery Caf é,11047,20/02/2021
268,觀塘,德福廣場 2期 Oliver's Super Sandwiches,11047,20/02/2021
269,觀塘,麗裕大廈地下,11063,20/02/2021
270,觀塘,鱷魚恤中心 太興,"10877, 10878",20/02/2021
271,灣仔,莊苑,10888,21/02/2021
272,中西區,大新閣,10888,21/02/2021
273,東區,威德閣,10888,21/02/2021
274,灣仔,雍藝軒,10888,21/02/2021
275,荃灣,大壩街 75號 火山燒,10891,21/02/2021
276,荃灣,荃豐中心,10896,21/02/2021
277,灣仔,東角中心,10899,21/02/2021
278,黃大仙,竹園廣場,10900,21/02/2021
279,荃灣,荃灣中心 2期商場,10907,21/02/2021
280,大埔,富善邨善美樓,10915,21/02/2021
281,大埔,大元街市,10915,21/02/2021
282,北區,牽晴間 10座,10916,21/02/2021
283,深水埗,李鄭屋邨仁愛樓,10916,21/02/2021
284,荃灣,海之戀 WM Café & Bar,10924,21/02/2021
285,屯門,黃金海岸酒店 沙嗲軒,10932,21/02/2021
286,觀塘,MegaBox,10936,21/02/2021
287,元朗,天盛苑盛亨閣,10944,21/02/2021
288,深水埗,北河街體育館,10958,21/02/2021
289,灣仔,紀利華木球會,10972,21/02/2021
290,大埔,太和邨居和樓,10980,21/02/2021
291,屯門,新都商場,10981,21/02/2021
292,屯門,時代廣場 大姆指餐廳,10981,21/02/2021
293,屯門,華都商場 椰林閣餐廳,10981,21/02/2021
294,北區,上水中心靠得住粥麵小 館,11012,21/02/2021
295,沙田,車公廟,11043,21/02/2021
296,沙田,新城市廣場,11043,21/02/2021
297,沙田,新城市廣場 香港永年,11043,21/02/2021
298,沙田,萬佛寺,11043,21/02/2021
299,灣仔,海殿大廈 博多拉麵別天 神,11063,21/02/2021
300,灣仔,珠城大廈,11063,21/02/2021
301,大埔,大埔超級城,"10738, 10756, 10915",21/02/2021
302,東區,明愛樂義學校,"10832, 10863, 10864, 10873, 10874, 10886",21/02/2021
303,油尖旺,奧海城 1期 糖心軒,"10922, 10932",21/02/2021
304,沙田,雲疊花園商場,10904,22/02/2021
305,觀塘,九龍灣國際展貿中心,10909,22/02/2021
306,油尖旺,彌敦道 315號,10914,22/02/2021
307,西貢,尚德商場,10918,22/02/2021
308,九龍城,紅磡灣中心 路斯餐廳,10921,22/02/2021
309,中西區,安樂樓 Tchin Tchin,10921,22/02/2021
310,油尖旺,彌敦道 26號,10922,22/02/2021
311,九龍城,余振強紀念中學,10927,22/02/2021
312,黃大仙,Mikiki 囍記車仔麵,10936,22/02/2021
313,灣仔,中望商業大廈,10939,22/02/2021
314,灣仔,天樂里 6-18號地下 金 記冰室,10939,22/02/2021
315,灣仔,北海中心 利苑酒家,10940,22/02/2021
316,灣仔,機利臣街 4號地下 糙米 家,10940,22/02/2021
317,深水埗,長沙灣廣場 盈暉海鮮酒 家,10941,22/02/2021
318,灣仔,銅鑼灣中心,10962,22/02/2021
319,灣仔,華高大廈地下 海饌 - 海鮮牛扒餐廳,10962,22/02/2021
320,灣仔,名店坊 京滬佳餚,10968,22/02/2021
321,灣仔,名店坊 Red Lobster,10968,22/02/2021
322,深水埗,美孚新邨 8期,10968,22/02/2021
323,屯門,青霞里 12號 容龍海鮮 酒家,10972,22/02/2021
324,黃大仙,鳳德道 60號 松茶榭,10972,22/02/2021
325,中西區,順豪商業大廈 Ole Spanish Restaurant,10972,22/02/2021
326,屯門,蝴蝶廣場 大家樂,10981,22/02/2021
327,屯門,兆禧商場,10981,22/02/2021
328,觀塘,曉麗苑商場,10995,22/02/2021
329,中西區,萬邦行,11047,22/02/2021
330,觀塘,秀茂坪商場,"10820, 10942",22/02/2021
331,觀塘,安泰商場,"9261, 9265, 10618, 11027",22/02/2021
332,九龍城,昌華工廠大廈,10912,23/02/2021
333,屯門,置樂花園 大快活,10913,23/02/2021
334,大埔,太和街市,10915,23/02/2021
335,大埔,太和鄰里社區中心,10915,23/02/2021
336,九龍城,九龍醫院R座,10917,23/02/2021
337,中西區,新世界大廈,10921,23/02/2021
338,油尖旺,大全街 12-18號 金家樂 茶餐廳,10922,23/02/2021
339,中西區,嘉盛閣地下,10922,23/02/2021
340,油尖旺,奧海城 1期 大家樂,10922,23/02/2021
341,九龍城,何文田廣場 吉野家,10927,23/02/2021
342,觀塘,德福廣場 1期,10936,23/02/2021
343,中西區,國際金融中心商場 Greyhound Café,10939,23/02/2021
344,油尖旺,美麗華廣場 國金軒,10939,23/02/2021
345,灣仔,QRE Plaza 渝味曉宇重 慶老火鍋,10940,23/02/2021
346,深水埗,泓景臺商場 君臨宴會廳,10941,23/02/2021
347,深水埗,保安道市政大廈,10941,23/02/2021
348,沙田,新貿中心 華記食堂,10944,23/02/2021
349,油尖旺,華源工廠大廈,10944,23/02/2021
350,荃灣,三坡坊 10-12號 潮興海 鮮酒家,10947,23/02/2021
351,油尖旺,奧柏.御峯 彩翠軒酒家,10950,23/02/2021
352,觀塘,淘大商場 3期 Domon 居 酒屋,10951,23/02/2021
353,黃大仙,彩虹唐樓地下 香港味道,10955,23/02/2021
354,東區,電氣道市政大廈,10957,23/02/2021
355,東區,康澤花園地下,10957,23/02/2021
356,觀塘,順利邨體育館,10958,23/02/2021
357,灣仔,皇室堡 元気寿司,10962,23/02/2021
358,灣仔,名店坊 小包包,10968,23/02/2021
359,東區,港匯東,10968,23/02/2021
360,中西區,中銀大廈,10978,23/02/2021
361,葵青,九龍貿易中心,11012,23/02/2021
362,灣仔,蓮福商業大廈,11043,23/02/2021
363,西貢,九龍東智選假日酒店,10921,24/02/2021
364,黃大仙,Mikiki 大家樂,10926,24/02/2021
365,深水埗,南昌街 115號地下 賓墟 餐廳,10938,24/02/2021
366,油尖旺,大全街 57號地下 星洲 總廚,10938,24/02/2021
367,油尖旺,銀都商業大廈,10938,24/02/2021
368,中西區,萬年大廈,10939,24/02/2021
369,沙田,富寶花園商場,10939,24/02/2021
370,灣仔,恒山中心,10940,24/02/2021
371,九龍城,逸.酒店,10941,24/02/2021
372,觀塘,德福花園 I座地下,10961,24/02/2021
373,觀塘,創紀之城 6期 聘珍樓,10961,24/02/2021
374,觀塘,榮昌工業大廈,10961,24/02/2021
375,油尖旺,大同新邨大滿樓地下 星 洲總廚,10966,24/02/2021
376,灣仔,海華大廈 Pancake 專門 紗織,10968,24/02/2021
377,中西區,國際金融中心商場 Blue Bottle Coffee,10968,24/02/2021
378,灣仔,皇室堡 Dazzling Café,10968,24/02/2021
379,東區,糖廠街 23號地下 MR & MRS FOX,10969,24/02/2021
380,油尖旺,The ONE 阿夫利拉麵,10977,24/02/2021
381,油尖旺,K11人文購物藝術館 The Chamber,10992,24/02/2021
382,油尖旺,柯士甸道 118-120號 富 都茶餐廳,10999,24/02/2021
383,油尖旺,莊士倫敦廣場,10999,24/02/2021
384,北區,順欣花園地下,11012,24/02/2021
385,觀塘,MegaBox 煌府 1號,11039,24/02/2021
386,觀塘,一號九龍,11039,24/02/2021
387,油尖旺,尖沙咀中心,"10916, 10921, 10924",24/02/2021
388,黃大仙,中興工業大廈,"10926, 10936, 10955",24/02/2021
389,西貢,東港城 畔溪尚粵館,"10942, 10945",24/02/2021
390,油尖旺,福昌工廠大廈,"10950, 10960",24/02/2021
391,灣仔,恒隆中心,"10968, 11001",24/02/2021
392,灣仔,寶華商業中心,"10996, 10997",24/02/2021
393,九龍城,海逸豪園 2座,10958,25/02/2021
394,觀塘,如心艾朗酒店,10961,25/02/2021
395,元朗,冠煌樓地下 永順食店,10973,25/02/2021
396,荃灣,荃新天地 1期 鮮芋仙,10976,25/02/2021
397,荃灣,海之戀商場 WM Café & Bar,10976,25/02/2021
398,大埔,比華利山別墅會所,10981,25/02/2021
399,觀塘,安泰邨安泰商埸,10990,25/02/2021
400,灣仔,旭逸雅捷酒店.灣仔,10998,25/02/2021
401,油尖旺,美麗華廣場,10999,25/02/2021
402,中西區,力寶中心 1座,11000,25/02/2021
403,油尖旺,海運大廈,11001,25/02/2021
404,東區,北角海逸酒店 海逸軒,11015,25/02/2021
405,中西區,聖若瑟堂,11015,25/02/2021
406,深水埗,南昌戲院大廈 地下,11017,25/02/2021
407,油尖旺,新世紀廣場,11043,25/02/2021
408,東區,新翠商場 美心 MX,11044,25/02/2021
409,荃灣,海之戀商場,"10823, 10976",25/02/2021
410,油尖旺,K11人文購物藝術館 名 潮食館,"10912, 10916, 10917, 10921, 10922, 10924, 10929, 10932, 10937, 10938, 10939, 10940, 10941, 10942, 10948, 10950, 10960, 10961, 10963, 10968, 10970, 10972, 10973, 10974, 10977, 10978, 10979, 10982, 10983, 10994, 11005",25/02/2021
411,深水埗,南昌街 117號地下 賓墟 快餐廳,10966,26/02/2021
412,九龍城,德萃幼稚園,10975,26/02/2021
413,元朗,祥發大廈 傷心酸辣粉,10976,26/02/2021
414,屯門,海趣坊 稻香,10981,26/02/2021
415,灣仔,銅鑼灣廣場 2期 牛大人,10998,26/02/2021
416,灣仔,柏寧酒店,10998,26/02/2021
417,觀塘,創紀之城 5期 Table 18 Bar & Restaurant,10999,26/02/2021
418,油尖旺,官立嘉道理爵士中學 (西九龍),11003,26/02/2021
419,元朗,同益大廈,11009,26/02/2021
420,九龍城,啟德郵輪碼頭 紙飛機親 子餐廳,11028,26/02/2021
421,西貢,香港科技大學,11030,26/02/2021
422,沙田,置富第一城 台灣麵,11031,26/02/2021
423,中西區,好利商業大廈 The Port LKF,11035,26/02/2021
424,沙田,馬鞍山廣場,11039,26/02/2021
425,東區,興華商場 麗香園冰室,11044,26/02/2021
426,東區,永利中心 群記爽腩店,11044,26/02/2021
427,西貢,PopCorn Greyhound Caf é,11047,26/02/2021
428,屯門,景峰花園商場地下,11049,26/02/2021
