,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,元朗,,鴻發大樓,1712
1,油尖旺,,通菜街 17號,1715
2,九龍城,,九龍城道 151號,1716
3,油尖旺,,金巴利大廈,1717
4,黃大仙,,永發大廈,1718
5,黃大仙,,慈康邨康添樓,1719
6,黃大仙,,慈樂邨樂信樓,1720
7,油尖旺,,海溢閣,1721
8,黃大仙,,鳳德邨碧鳳樓,1722
9,九龍城,,黃埔花園 4期棕櫚苑 6座,1723
10,油尖旺,,新填地街 616號,1724
11,灣仔,,香港銅鑼灣皇冠假日酒店,1725
12,黃大仙,,鳳德邨黛鳳樓,1726
13,九龍城,,九龍城道 157-159號寶成洋樓,1727
14,黃大仙,,慈正邨正安樓,1728
15,黃大仙,,慈愛苑愛寧閣,1730
16,屯門,,富泰邨秀泰樓,1731
17,深水埗,,麗翠苑麗榕閣,1732
18,油尖旺,,雲峰樓,1733
19,屯門,,山景邨景業樓,1734
20,黃大仙,,彩虹邨白雪樓,1735
21,黃大仙,,慈正邨正德樓,1736
22,葵青,,葵芳閣 2座,1737
23,觀塘,,匯景花園 2座,1738
24,油尖旺,,柯士甸道 37號創德樓,1739
25,黃大仙,,竹園北邨桃園樓,1740
26,沙田,,新港城 K座,1741
27,觀塘,,油麗邨雍麗樓,1742
28,屯門,,怡峰園 5座,1743
29,黃大仙,,慈愛苑愛仁閣,1744
30,東區,,興華(一)邨興翠樓,1745
31,油尖旺,,奶路臣街 1-1E號源發大廈,1746
32,觀塘,,德田邨德禮樓,1747
33,黃大仙,,海港花園 3座,1748
34,南區,,海怡半島 4期 26座,1749
35,黃大仙,,竹園南邨貴園樓,1750
36,西貢,,裕明苑裕昌閣,1751
37,西貢,,曉嵐閣 6座,1752
38,九龍城,,美景街 2號美景樓一期,1754
39,黃大仙,,慈民邨民泰樓,1755
40,黃大仙,,慈愛苑愛勤閣,1756
41,黃大仙,,衍慶街 2-32號新蒲崗大廈,1757
42,黃大仙,,彩雲邨星辰樓,1758
43,深水埗,,榮昌邨榮俊樓,1759
44,九龍城,,黃埔花園棕櫚苑 6座,1760
45,黃大仙,,慈安苑安欣閣,1761
46,沙田,,錦鞍苑銀鞍閣,1762
47,屯門,,豐景園 5座,1763
48,黃大仙,,慈正邨正安樓,1764
49,九龍城,,黃埔街 18號,1765
50,油尖旺,,彌敦道 312號美明大廈,1766
51,黃大仙,,彩輝邨彩華樓,1767
52,油尖旺,,安豪樓,1768
53,黃大仙,,海港花園 3座,1769
54,沙田,,富嘉花園 2座,1770
55,油尖旺,,中匯街 33號中興樓,1771
56,屯門,,澤豐花園澤國樓,1772
57,黃大仙,,慈民邨民裕樓,1773
58,黃大仙,,橫頭磡邨宏基樓,1774
59,黃大仙,,慈愛苑愛仁閣,1775
60,深水埗,,麗翠苑麗森閣,1776
61,九龍城,,浩明雅苑,1777
62,屯門,,嘉悅半島 2座,1778
63,黃大仙,,慈樂邨樂祥樓,1779
64,九龍城,,何文田邨綺文樓,1780
65,觀塘,,康柏苑龍柏閣,1781
66,油尖旺,,創德樓,1783
67,沙田,,頌安邨頌群樓,1784
68,沙田,,禾輋邨富和樓,1785
69,黃大仙,,慈愛苑愛寧閣,1786
70,觀塘,,牛頭角樂華(南)邨敏華樓,1787
71,觀塘,,彩福邨彩善樓,1792
72,元朗,,天恩邨恩穗樓,1795
73,屯門,,蝴蝶邨蝶聚樓,1797
74,黃大仙,,慈樂邨樂仁樓,1798
75,油尖旺,,月圓大廈,1799
76,觀塘,,觀塘花園大廈燕子樓,1802
77,黃大仙,,彩虹邨錦雲樓,1804
78,觀塘,,德田邨德盛樓,1805
79,大埔,,大埔中心一期 1座,1806
80,沙田,,美松苑盛松閣,1807
81,九龍城,,德朗邨德璋樓,1808
82,觀塘,,啟業邨啟樂樓,1809
