,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,觀塘,油翠苑泳美閣,5135,
1,油尖旺,駿發花園 3座,5136,
2,屯門,寶田邨 6座,5137,
3,葵青,國寶之家,5140,
4,油尖旺,帝苑酒店,5141,
5,西貢,健明邨健晴樓,5143,
6,西貢,健明邨健晴樓,5144,
7,離島,富豪機場酒店,5145,
8,黃大仙,康強苑,5148,
9,葵青,國寶之家,5149,
10,西貢,健明邨健晴樓,5150,
11,葵青,國寶之家,5151,
12,葵青,國寶之家,5152,
13,葵青,國寶之家,5153,
14,葵青,國寶之家,5154,
15,葵青,國寶之家,5155,
16,葵青,國寶之家,5156,
17,葵青,國寶之家,5157,
18,葵青,國寶之家,5158,
19,葵青,國寶之家,5159,
20,葵青,國寶之家,5160,
21,東區,賽西湖大廈 6座,5161,
22,離島,映灣園 3期悅濤軒 9座,5163,
23,屯門,安定邨定龍樓,5164,
24,油尖旺,駿發花園 3座,5165,
25,深水埗,基隆街 108號,5166,
26,大埔,新峰花園 15座,5169,
27,觀塘,秀茂坪邨秀逸樓,5170,
28,葵青,國寶之家,5174,
29,深水埗,明德大廈,5175,
30,離島,映灣園 3期悅濤軒 9座,5176,
31,葵青,國寶之家,5179,
32,葵青,國寶之家,5180,
33,油尖旺,華美達華麗酒店,5182,
34,東區,北角 M1酒店,5183,
35,九龍城,九龍海逸君綽酒店,5184,
36,葵青,國寶之家,5185,
37,深水埗,蘇屋邨彩雀樓,5186,
38,葵青,國寶之家,5187,
39,離島,愉景灣 4期蘅峯倚濤軒,5189,
40,西貢,日出康城 2B期領峯 8座 R,5190,
41,離島,愉景灣 4期蘅峯倚濤軒,5191,
42,北區,天平邨天喜樓,5193,
43,荃灣,悅來酒店,5193,
44,西貢,天晉第 8座,5195,
45,九龍城,九龍海逸君綽酒店,5197,
46,荃灣,香港遠東絲麗酒店,5198,
47,觀塘,碧麗苑 A座,5199,
48,西貢,天晉第 8座,5200,
49,荃灣,友聯大廈,5201,
50,灣仔,灣仔帝盛酒店,5202,
51,離島,藍天海岸 1期 2座,5205,
52,西貢,天晉 8座,5206,
53,西貢,飛鵝花園,5207,
54,灣仔,華麗銅鑼灣酒店,5208,
55,油尖旺,華美達華麗酒店,5209,
56,油尖旺,最佳盛品酒店尖沙咀,5213,
57,油尖旺,華美達華麗酒店,5214,
58,灣仔,頤庭酒店銅鑼灣,5215,
59,西貢,景林邨景榆樓,5216,
60,南區,薄扶林花園 6座,5217,
61,油尖旺,帝樂文娜公館,5218,
62,離島,富豪機場酒店,5231,
63,油尖旺,帝樂文娜公館,5234,
64,油尖旺,帝樂文娜公館,5235,
65,九龍城,海灣軒海景酒店 E座,5236,
66,油尖旺,最佳盛品酒店尖沙咀,5242,
67,油尖旺,最佳盛品酒店尖沙咀,5250,
68,中西區,雍慧閣,5251,
69,離島,大灣南,5252,
70,離島,香港天際萬豪酒店,5253,
71,油尖旺,香港九龍諾富特酒店,5254,
72,油尖旺,最佳盛品酒店尖沙咀,5256,
73,油尖旺,香港康得思酒店,5257,
74,油尖旺,華美達華麗酒店,5258,
75,東區,嘉亨灣 1座,5259,
76,南區,奧華·時尚精品酒店,5260,
77,離島,香港天際萬豪酒店,5261,
78,離島,富豪機場酒店,5263,
79,灣仔,銅鑼灣迷你酒店,5269,
80,中西區,宏基國際賓館,5270,
81,油尖旺,利就商業大廈 China Secret,"5098, 5107, 5141, 5148, 5175",23/09/2020
82,九龍城,侯王道 39-43號,"4938, 4965, 5098",28/09/2020
83,油尖旺,港威酒店,"5164, 5175, 5193, 5201",28/09/2020
84,油尖旺,華懋金馬倫中心 Virgo Bar & Restaurant,"5148, 5175",01/10/2020
85,觀塘,鯉魚門市政大廈,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
86,屯門,愛定商場,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
87,大埔,大埔超級城 D區 豪宴薈,5169,07/10/2020
88,大埔,新達廣場 牛気,5169,07/10/2020
89,深水埗,汝州街 204-206號 南昌冰室,5175,07/10/2020
90,離島,映灣薈,5176,07/10/2020
91,西貢,寶盈花園地下 11A號 舖,5195,07/10/2020
92,灣仔,養和醫院,"5135, 5136, 5137, 5166",07/10/2020
93,油尖旺,香港帝苑酒店 雅苑座,5169,08/10/2020
94,油尖旺,香港帝苑酒店,"5170, 5240",08/10/2020
95,灣仔,入境事務大樓,5205,09/10/2020
96,油尖旺,香港文化中心,5205,09/10/2020
97,西貢,裕明苑裕昌閣,"5200, 5206",09/10/2020
98,離島,亞洲空運中心,5201,10/10/2020
99,南區,深灣 9號 8座,5205,10/10/2020
100,油尖旺,港威商場 cookedDeli by city'super,5205,10/10/2020
101,油尖旺,北京道一號,5205,10/10/2020
102,中西區,置地廣場 Zuma,5207,10/10/2020
103,西貢,寶盈花園地下 12號舖,"5200, 5206",10/10/2020
104,離島,東薈城名店倉,5205,11/10/2020
105,九龍城,合誠商業大廈 中國基 督教播道會樂泉堂,5216,11/10/2020
106,九龍城,高山劇場 康姨小廚,5216,11/10/2020
107,油尖旺,好時中心,5207,12/10/2020
108,沙田,新城市廣場一期 大家樂,5216,12/10/2020
109,深水埗,李鄭屋邨孝慈樓 香港 心理衞生會李鄭屋宿 舍,5216,12/10/2020
110,東區,港島東中心,5259,16/10/2020
111,東區,愛蝶灣商場,5259,18/10/2020
