,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,油尖旺,,寶來大廈,2642
1,黃大仙,,慈康邨康健樓,2715
2,荃灣,,福來邨永樂樓,2772
3,觀塘,,興達大廈,2914
4,荃灣,,福來邨永樂樓,2981
5,荃灣,,碧堤半島 7座,3005
6,九龍城,,大龍樓,3007
7,觀塘,,彩盈邨盈樂樓,3009
8,九龍城,,大龍樓,3010
9,九龍城,,大龍樓,3011
10,九龍城,,大龍樓,3012
11,觀塘,,晨光大廈,3013
12,黃大仙,,翠鳳樓,3015
13,觀塘,,順利紀律部隊宿舍 5座,3016
14,觀塘,,順利紀律部隊宿舍 5座,3017
15,荃灣,,象山邨秀山樓,3018
16,九龍城,,美東邨美德樓,3019
17,九龍城,,美東邨美德樓,3020
18,九龍城,,美東邨美德樓,3021
19,東區,,興華(二)邨和興樓,3022
20,黃大仙,,竹園南邨趣園樓,3023
21,葵青,,青盛苑,3024
22,九龍城,,黃埔花園 9期百合苑 2座,3025
23,葵青,,葵聯邨聯悅樓,3026
24,灣仔,,冠景樓,3027
25,觀塘,,彩福邨彩樂樓,3028
26,觀塘,,彩福邨彩樂樓,3029
27,深水埗,,寶豐大廈,3030
28,九龍城,,半島豪庭 2座,3031
29,九龍城,,鼎新大廈,3032
30,沙田,,美田邨美全樓,3033
31,沙田,,美田邨美全樓,3034
32,沙田,,水泉澳邨樂泉樓,3035
33,東區,,新成中心 B座,3036
34,東區,,新成中心 B座,3037
35,深水埗,,白田邨翠田樓,3038
36,九龍城,,永和大廈,3039
37,葵青,,葵盛東邨盛喜樓,3040
38,北區,,莆上村,3041
39,離島,,逸東(二)邨居逸樓,3042
40,觀塘,,寶珮苑寶珊閣,3043
41,黃大仙,,采頤花園 5座,3044
42,九龍城,,愛民邨衛民樓,3046
43,荃灣,,朗逸峯 1期 2座,3047
44,灣仔,,薈賢居,3048
45,東區,,興祥大廈,3049
46,離島,,逸東(二)邨居逸樓,3050
47,觀塘,,麗港城 10座,3051
48,油尖旺,,皇上皇大廈,3052
49,油尖旺,,皇上皇大廈,3053
50,觀塘,,宜安大廈,3054
51,觀塘,,翠屏(南)邨翠樂樓,3055
52,觀塘,,油翠苑漾美閣,3056
53,油尖旺,,天璽慧鑽璽,3057
54,葵青,,嘉翠園 1座,3058
55,油尖旺,,南頭街 3號,3059
56,西貢,,金苑,3060
57,東區,,高山台富山閣,3061
58,沙田,,名城 1 期 3座,3062
59,沙田,,美林邨美楓樓,3063
60,北區,,孔嶺,3064
61,北區,,粉嶺圍,3065
62,沙田,,富寶花園 5座,3067
63,深水埗,,和豐大廈,3068
