,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,沙田,禾輋邨富和樓,10757,
1,黃大仙,嘉喜大廈,10758,
2,油尖旺,上海街 286號,10759,
3,九龍城,富薈馬頭圍酒店,10760,
4,灣仔,港島英迪格酒店,10761,
5,元朗,遠東發展元朗大廈,10762,
6,大埔,三門仔新村,10763,
7,油尖旺,富多來新邨 1期富殿樓,10764,
8,荃灣,龍華樓,10765,
9,大埔,太和邨愛和樓,10766,
10,大埔,太和邨麗和樓,10767,
11,油尖旺,華源大廈 C座,10768,
12,離島,香港天際萬豪酒店,10769,
13,西貢,新都城 1期 1座,10770,
14,沙田,富寶花園 1座,10771,
15,九龍城,土瓜灣道 267號,10772,
16,中西區,華麗都會酒店,10773,
17,九龍城,家維邨家廉樓,10774,
18,黃大仙,嘉喜大廈,10775,
19,油尖旺,美麗都大廈,10776,
20,大埔,廣褔邨廣智樓,10777,
21,油尖旺,美麗都大廈,10778,
22,油尖旺,美麗都大廈,10779,
23,葵青,寶星中心 A座,10780,
24,元朗,天頌苑頌棋閣,10781,
25,荃灣,龍華樓,10787,
26,東區,杏花邨 26座,10788,
27,九龍城,家維邨家廉樓,10789,
28,灣仔,香港灣仔帝盛酒店,10790,
29,黃大仙,鳳鑽苑,10791,
30,葵青,荃灣帝盛酒店,10792,
31,元朗,大生圍,10793,
32,葵青,石籬(二)邨石怡樓,10794,
33,觀塘,彩頤居 A座,10795,
34,沙田,乙明邨明恩樓,10798,
35,觀塘,匯景花園 1座,10799,
36,深水埗,福華大廈,10800,
37,油尖旺,金冠大廈,10801,
38,九龍城,維港‧星岸 2座,10802,
39,元朗,康城大樓,10803,
40,觀塘,高翔苑高鳳閣,10805,
41,黃大仙,安利大廈,10807,
42,屯門,富泰邨秀泰樓,10808,
43,油尖旺,高景臺,10809,
44,元朗,大生圍,10811,
45,九龍城,富薈馬頭圍酒店,10812,
46,油尖旺,華源大廈 C座,10813,
47,黃大仙,鳳鑽苑,10814,
48,大埔,88廣場,10816,
49,深水埗,崇德樓,10817,
50,沙田,綠怡雅苑 1座,10818,
51,元朗,大生圍,10819,
52,觀塘,秀茂坪邨秀程樓,10820,
53,元朗,日新大廈,10821,
54,九龍城,馬頭角羈留中心,10822,
55,葵青,涌美老屋村,10823,
56,屯門,富泰邨秀泰樓,10824,
57,沙田,綠怡雅苑 1座,10825,
58,油尖旺,高景臺,10826,
59,大埔,太和邨新和樓,10827,
60,觀塘,安田邨安健樓,10828,
61,東區,聯和大廈,10829,
62,中西區,利時大廈,10830,
63,觀塘,宜安中心,10831,
64,九龍城,根德閣 5座,10832,
65,中西區,華大盛品酒店,10833,
66,九龍城,崇愛樓,10834,
67,沙田,銀禧花園 6座,10835,
68,離島,新圍村,10836,
69,觀塘,宜安中心,10837,
70,觀塘,安田邨安健樓,10838,
71,油尖旺,禮基大廈,10840,
72,沙田,香港恒生大學賽馬會住宿書院善衡康活 書院,10840,
73,北區,上水名都羅馬閣,10840,
74,觀塘,安田邨安健樓,10841,
75,葵青,雍雅軒 1座,10845,
76,北區,上水名都羅馬閣,10846,
77,觀塘,秀茂坪南邨秀旺樓,10847,
78,九龍城,九龍維景酒店,10848,
79,沙田,銀禧花園 6座,10849,
80,九龍城,根德閣 5座,10850,
81,九龍城,根德閣 5座,10851,
82,大埔,廣褔邨廣智樓,10852,
83,葵青,雍雅軒 1座,10853,
84,葵青,雍雅軒 1座,10854,
85,元朗,石湖塘,10855,
86,葵青,葵聯邨聯欣樓,10856,
87,北區,皇府山 5座,10857,
88,北區,上水名都羅馬閣,10858,
89,葵青,雍雅軒 1座,10859,
90,東區,明愛樂義學校,10863,
91,黃大仙,慈正邨正怡樓,10864,
92,觀塘,翠屏(北)邨翠楠樓高座,10865,
93,元朗,泰康圍,10866,
94,觀塘,匯景花園 1座,10867,
95,葵青,雍雅軒 1座,10868,
96,深水埗,福華街 48號,10869,
97,北區,皇府山 5座,10870,
98,東區,偉文大廈,10871,
99,東區,康怡花園 D座,10873,
100,東區,東盛苑,10874,
101,觀塘,安田邨安健樓,10876,
102,觀塘,宜安中心,10877,
103,觀塘,宜安中心,10878,
104,南區,華貴邨華禮樓,10880,
105,屯門,澤豐花園澤民樓,10882,
106,沙田,恆安邨恆海樓,10883,
107,元朗,橫台山永寧里,10884,
108,東區,明愛樂義學校,10886,
109,元朗,八鄉石湖塘,10887,
110,油尖旺,文苑樓前座,10888,
111,油尖旺,文苑樓前座,10889,
112,油尖旺,文苑樓前座,10890,
113,油尖旺,文苑樓前座,10891,
114,東區,東盛苑,10892,
115,東區,康怡花園 D座,10893,
116,九龍城,環海.東岸 1C座,10894,
117,黃大仙,金橋大廈,10895,
118,荃灣,荃灣中心南寧樓,10896,
119,九龍城,九龍維景酒店,10897,
120,東區,杏花邨 26座,10898,
121,油尖旺,文苑樓前座,10899,
122,黃大仙,竹園 (南) 邨華園樓,10900,
123,觀塘,麗裕大廈,10902,
124,沙田,雲疊花園 2 座,10904,
125,東區,杏花邨 26座,10905,
126,荃灣,荃灣中心南寧樓,10906,
127,荃灣,荃灣中心南寧樓,10907,
128,荃灣,荃灣中心南寧樓,10908,
129,南區,華貴邨華賢樓,10909,
130,深水埗,福華街 570-572號,10910,
131,中西區,浚峯,10911,
132,東區,東旭苑東曉閣,10912,
133,元朗,八鄉蓮花地,10913,
134,油尖旺,彌敦道 315 號,10914,
135,大埔,策誠軒 I座,10915,
136,深水埗,泓景臺 6座,10916,
137,東區,逸樺園 1座,10917,
138,西貢,尚德邨尚信樓,10918,
139,東區,康怡花園 D座,10919,
140,觀塘,牛頭角下邨貴亮樓,10920,
141,西貢,香港九龍東智選假日酒店,10921,
142,西貢,維景灣畔 16座,10921,
143,油尖旺,維港灣 7座,10922,
144,東區,華美達盛景酒店,10923,
145,元朗,尚豪庭 1座,10924,
146,元朗,橫台山永寧里,10925,
147,南區,華貴邨華賢樓,10926,
148,九龍城,愛民邨建民樓,10927,
149,九龍城,愛民邨衛民樓,10929,
150,觀塘,牛頭角下邨貴亮樓,10931,
151,油尖旺,君頤峰 2座,10932,
152,南區,華貴邨華賢樓,10935,
153,觀塘,君立酒店,10936,
154,觀塘,彩興苑彩蕎閣,10936,
155,深水埗,石硤尾邨 22座,10937,
156,深水埗,石硤尾邨美薈樓,10938,
157,沙田,觀瀾雅軒 4座,10939,
158,灣仔,熙華大廈 B座,10940,
159,深水埗,美孚新邨 8期百老匯街 122-124號,10941,
160,觀塘,秀茂坪邨秀康樓,10942,
161,黃大仙,樂富邨樂民樓,10944,
162,觀塘,秀茂坪邨秀康樓,10945,
163,黃大仙,香港九龍貝爾特酒店,10946,
164,九龍城,愛民邨建民樓,10947,
165,離島,裕泰苑 B座,10948,
166,九龍城,愛民邨建民樓,10949,
167,油尖旺,維港灣 7座,10950,
168,油尖旺,維港灣 7座,10951,
169,九龍城,美景樓 1期,10953,
170,南區,華貴邨華賢樓,10954,
171,黃大仙,彩雲(一)邨飛鳳樓,10955,
172,東區,富澤花園富達閣,10957,
173,油尖旺,金勳大廈,10958,
174,油尖旺,君頤峰 2座,10960,
175,沙田,如心艾朗酒店,10961,
176,沙田,觀瀾雅軒 4座,10961,
177,大埔,好時華廷,10962,
178,九龍城,啟晴邨滿晴樓,10963,
179,油尖旺,彌敦道 315號,10964,
180,南區,華貴邨華賢樓,10965,
181,深水埗,石硤尾邨美薈樓,10966,
182,九龍城,豪華之家,10967,
183,深水埗,昇悅居 2座,10968,
184,東區,杏花邨 45座,10969,
185,沙田,桂園 11座,10970,
186,葵青,寧峰苑庭峰閣,10971,
187,離島,蘅峰蘅欣徑 12A,10972,
188,屯門,欣田邨綠田樓,10973,
189,九龍城,海灣軒海景酒店 E座,10974,
190,離島,逸東(一)邨祿逸樓,10975,
191,九龍城,燕安街 22-24號,10976,
192,九龍城,海灣軒海景酒店 E座,10977,
193,大埔,富善邨善鄰樓,10978,
194,沙田,桂園 11座,10979,
195,大埔,太和邨喜和樓,10980,
196,屯門,海翠花園 4座,10981,
197,九龍城,樂民新村樂善樓,10982,
198,觀塘,樂華南邨輝華樓,10983,
199,九龍城,愛民邨衛民樓,10984,
200,東區,海景大廈B座,"10142, 10480",30/01/2021
201,九龍城,半島廣場,"10376, 10440",30/01/2021
202,九龍城,紅磡市政大廈,"5613, 6134, 6327, 6551, 6893, 7367, 7652, 9173, 9196, 9218, 9476, 9520, 10351, 10443",30/01/2021
203,油尖旺,朗豪坊,"5964, 6003, 6928, 7360, 7889, 7961, 8503, 8771, 8980, 9179, 10206, 10429, 10454, 10492",30/01/2021
204,黃大仙,黃大仙中心北館,"7387, 7958, 8812, 9592, 10486",30/01/2021
205,油尖旺,華懋王子大廈地下,"10274, 10522",31/01/2021
206,九龍城,炮仗街 93號 青葉海鮮 酒家,"10578, 10591",01/02/2021
207,元朗,文惠苑,"10580, 10617",02/02/2021
208,大埔,太和邨安和樓,"10545, 10643",04/02/2021
209,東區,筲箕灣官立中學,"10608, 10672",04/02/2021
210,觀塘,安泰商場,"9261, 9265, 10618",04/02/2021
211,離島,香港國際機場,"9736, 9928, 9996, 10099, 10250, 10627",05/02/2021
212,黃大仙,樂富廣場,"10349, 10666",06/02/2021
213,觀塘,安泰邨服務設施大樓,"10702, 10708",06/02/2021
214,離島,香港國際機場第三跑道 地盤,"9928, 10126, 10321, 10348, 10382, 10386, 10389, 10390,",06/02/2021
215,油尖旺,海港城,"10636, 10791",07/02/2021
216,黃大仙,嘉就工業大廈,"10675, 10678",07/02/2021
217,中西區,置地廣場,"9471, 9828, 10729",07/02/2021
218,葵青,華豐工業中心,"10678, 10710",08/02/2021
219,離島,迪士尼行政大樓,"10715, 10720",08/02/2021
220,大埔,太和邨麗和樓,"10545, 10716",09/02/2021
221,大埔,昌運中心,"10619, 10756",09/02/2021
222,黃大仙,龍蟠苑商場,"10758, 10770",09/02/2021
223,深水埗,石硤尾邨商場,"10677, 10742",10/02/2021
224,大埔,汀角樓,"10750, 10763",11/02/2021
225,葵青,葵涌消防局,"10793, 10805, 10823",12/02/2021
226,屯門,V City 一田超市 Balencia,10781,13/02/2021
227,元朗,日新大廈地下,10793,13/02/2021
228,沙田,迎海第 1期 2座,10807,13/02/2021
229,油尖旺,金巴利道 53-59號地下 福臨門,10809,13/02/2021
