,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,葵青,國寶之家,5174,
1,深水埗,明德大廈,5175,
2,離島,映灣園 3期悅濤軒 9座,5176,
3,觀塘,油翠苑泳美閣,5135,
4,葵青,國寶之家,5179,
5,葵青,國寶之家,5180,
6,油尖旺,華美達華麗酒店,5182,
7,東區,M1酒店北角,5183,
8,九龍城,九龍海逸君綽酒店,5184,
9,葵青,國寶之家,5185,
10,深水埗,蘇屋邨彩雀樓,5186,
11,葵青,國寶之家,5187,
12,離島,愉景灣 4期蘅峯倚濤軒,5189,
13,西貢,日出康城領峯 2B期 FLORA 8座 R,5190,
14,離島,愉景灣 4期蘅峯倚濤軒,5191,
15,北區,天平邨天喜樓,5193,
16,荃灣,悅來酒店,5193,
17,西貢,天晉第 8座,5195,
18,九龍城,九龍海逸君綽酒店,5197,
19,荃灣,香港遠東絲麗酒店,5198,
20,觀塘,碧麗苑 A座,5199,
21,西貢,天晉第 8座,5200,
22,荃灣,友聯大廈,5201,
23,灣仔,灣仔帝盛酒店,5202,
24,離島,藍天海岸 1期 2座,5205,
25,西貢,天晉 8座,5206,
26,西貢,飛鵝花園,5207,
27,灣仔,華麗銅鑼灣酒店,5208,
28,油尖旺,華美達華麗酒店,5209,
29,油尖旺,最佳盛品酒店尖沙咀,5213,
30,油尖旺,華美達華麗酒店,5214,
31,灣仔,頤庭酒店銅鑼灣,5215,
32,西貢,景林邨景榆樓,5216,
33,南區,薄扶林花園 6座,5217,
34,油尖旺,帝樂文娜公館,5218,
35,離島,富豪機場酒店,5231,
36,油尖旺,帝樂文娜公館,5234,
37,油尖旺,帝樂文娜公館,5235,
38,九龍城,海灣軒海景酒店 E座,5236,
39,油尖旺,最佳盛品酒店尖沙咀,5242,
40,油尖旺,最佳盛品酒店尖沙咀,5250,
41,中西區,雍慧閣,5251,
42,離島,大灣南,5252,
43,離島,香港天際萬豪酒店,5253,
44,油尖旺,香港九龍諾富特酒店,5254,
45,油尖旺,最佳盛品酒店尖沙咀,5256,
46,油尖旺,香港康得思酒店,5257,
47,油尖旺,華美達華麗酒店,5258,
48,東區,嘉亨灣 1座,5259,
49,中西區,上環奧華·時尚精品酒店,5260,
50,離島,香港天際萬豪酒店,5261,
51,離島,富豪機場酒店,5263,
52,灣仔,銅鑼灣迷你酒店,5269,
53,中西區,宏基國際賓館,5270,
54,葵青,荃灣帝盛酒店,5279,
55,離島,映灣園聽濤軒 15座,5281,
56,葵青,荃灣帝盛酒店,5282,
57,離島,大灣南,5283,
58,油尖旺,最佳盛品酒店尖沙咀,5285,
59,東區,南豐新邨 9座,5288,
60,油尖旺,華美達華麗酒店,5289,
61,中西區,香港萬怡酒店,5290,
62,九龍城,侯王道 39-43號,"4938, 4965, 5098",28/09/2020
63,油尖旺,港威酒店,"5164, 5175, 5193, 5201",28/09/2020
64,油尖旺,華懋金馬倫中心 Virgo Bar & Restaurant,"5148, 5175",01/10/2020
65,觀塘,鯉魚門市政大廈,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
66,屯門,愛定商場,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
67,灣仔,養和醫院,"5135, 5136, 5137, 5166",07/10/2020
68,油尖旺,香港帝苑酒店,"5170, 5240",08/10/2020
69,西貢,裕明苑裕昌閣,"5200, 5206",09/10/2020
70,西貢,寶盈花園地下 12號舖,"5200, 5206",10/10/2020
71,離島,亞洲空運中心,5201,10/10/2020
72,南區,深灣 9號 8座,5205,10/10/2020
73,油尖旺,港威商場 cookedDeli by city'super,5205,10/10/2020
74,油尖旺,北京道一號,5205,10/10/2020
75,中西區,置地廣場 Zuma,5207,10/10/2020
76,離島,東薈城名店倉,5205,11/10/2020
77,九龍城,合誠商業大廈 中國基 督教播道會樂泉堂,5216,11/10/2020
78,九龍城,高山劇場 康姨小廚,5216,11/10/2020
79,離島,東薈城 八月花,5281,11/10/2020
80,油尖旺,好時中心,5207,12/10/2020
81,沙田,新城市廣場一期 大家樂,5216,12/10/2020
82,深水埗,李鄭屋邨孝慈樓 香港 心理衞生會李鄭屋宿 舍,5216,12/10/2020
83,東區,港島東中心,5259,16/10/2020
84,屯門,金安大廈(商場),5281,17/10/2020
85,屯門,海趣坊 意樂餐廳,5281,17/10/2020
86,東區,愛蝶灣商場,5259,18/10/2020
87,屯門,恆福商場,5281,19/10/2020
88,屯門,青海圍 8號 A1 & A2 東哥點心火鍋第六分 店,5281,20/10/2020
89,屯門,新墟街市,5281,20/10/2020
90,離島,逸東商場一期 譚仔三 哥米線,5281,21/10/2020
91,油尖旺,萬利商業大廈,5288,22/10/2020
92,九龍城,松亭閣,5288,22/10/2020
