,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,元朗,屏欣苑屏彥閣,6904,
1,葵青,葵盛西邨 1座,6905,
2,東區,愛東邨愛平樓,6906,
3,荃灣,三棟屋村,6907,
4,觀塘,聯安大樓前座,6908,
5,沙田,新港城 2期 C座,6909,
6,南區,鴨脷洲邨利福樓高座,6910,
7,元朗,朗城滙 1座,6911,
8,沙田,文禮閣 3座,6912,
9,沙田,乙明邨明恩樓,6913,
10,觀塘,聯安大樓前座,6914,
11,觀塘,彩德邨彩誠樓,6915,
12,深水埗,李鄭屋邨禮讓樓,6916,
13,油尖旺,砵蘭街幸運大廈,6917,
14,荃灣,三棟屋村,6918,
15,油尖旺,憙酒店,6919,
16,觀塘,安泰邨智泰樓,6920,
17,灣仔,渣甸豪庭,6921,
18,沙田,綠怡雅苑 2座,6922,
19,油尖旺,東華三院何玉清翠柳頤庭,6923,
20,東區,華美達盛景酒店,6924,
21,觀塘,麗港城 13座,6925,
22,黃大仙,新光中心,6926,
23,黃大仙,永定道消防已婚宿舍 1座,6927,
24,沙田,廣源邨廣棉樓,6928,
25,觀塘,牛頭角上邨常榮樓,6929,
26,北區,太平邨平易樓,6930,
27,元朗,屏山殷榮閣,6931,
28,屯門,康麗花園 1座,6932,
29,離島,香港天際萬豪酒店,6933,
30,沙田,廣源邨廣榕樓,6934,
31,沙田,水泉澳邨明泉樓,6935,
32,南區,富林苑 CD座,6936,
33,西貢,尚德邨尚真樓,6937,
34,觀塘,翠屏(北)邨翠愉樓,6939,
35,觀塘,翠屏(北)邨翠愉樓,6940,
36,油尖旺,君滙港 2座,6941,
37,荃灣,柏麗灣 2座,6944,
38,黃大仙,富山邨富仁樓,6945,
39,葵青,祖堯邨啟謙樓,6946,
40,觀塘,翠屏(南)邨翠樂樓,6947,
41,荃灣,荃景花園 8座,6948,
42,大埔,廣福邨廣惠樓,6949,
43,九龍城,富豪東方酒店,6950,
44,元朗,天頌苑頌水閣,6951,
45,東區,寶新閣,6952,
46,東區,寶新閣,6953,
47,深水埗,澤安邨麗澤樓,6954,
48,九龍城,凱旋工商中心二期,6954,
49,觀塘,秀茂坪邨秀逸樓,6955,
50,九龍城,龍邦大樓,6956,
51,深水埗,匯璽 3期 3B座,6957,
52,油尖旺,必發臺,6958,
53,九龍城,德朗邨德琦樓,6959,
54,沙田,瀝源邨榮瑞樓,6960,
55,屯門,新屯門中心 10座,6961,
56,沙田,御龍山 1座,6962,
57,東區,東華三院方樹泉日間活動中心暨宿舍,6963,
58,中西區,第一街 45號,6964,
59,深水埗,長興大廈,6965,
60,東區,興民邨民澤樓,6966,
61,沙田,耀安邨耀平樓,6967,
62,葵青,葵盛西邨 8座,6968,
63,九龍城,九龍塘福園,6969,
64,觀塘,美德工業大廈,6970,
65,黃大仙,宏景花園 2座,6971,
66,油尖旺,駿發花園 5座,6972,
67,黃大仙,竹園北邨蕙園樓,6973,
68,屯門,安定邨定康樓,6974,
69,黃大仙,銀鳳街 52-56號,6975,
70,觀塘,恆安街 19-23號,6976,
71,觀塘,和樂邨泰安樓,6977,
72,沙田,河畔花園 D座,6979,
73,北區,華明邨富明樓,6980,
74,觀塘,藍田邨藍泰樓,6988,
75,屯門,友愛邨愛德樓 3座,6989,
76,南區,置富花園富安苑,6990,
77,南區,貝沙灣 2期南岸 6座,6991,
78,九龍城,德朗邨德琦樓,6992,
79,沙田,錦鞍苑寶鞍閣,6993,
80,觀塘,秀茂坪邨秀華樓,6994,
81,黃大仙,樂富邨樂東樓,6995,
82,黃大仙,新蒲崗廣場 1座,6996,
83,深水埗,美孚新邨百老匯街 25號,6997,
84,油尖旺,花園街 198號,6998,
85,屯門,大興邨興耀樓,6999,
86,黃大仙,牛池灣西村,7000,
87,沙田,金獅花園 1期金康閣,7001,
