,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,荃灣,麗都花園 4座,9930,
1,油尖旺,順安大廈,9931,
2,九龍城,何文田邨綺文樓,9932,
3,九龍城,何文田邨綺文樓,9933,
4,油尖旺,海昇大廈,9934,
5,油尖旺,文耀樓,9935,
6,觀塘,麗港城 5座,9937,
7,觀塘,翠屏(南)邨翠松樓,9939,
8,九龍城,富豪東方酒店,9940,
9,東區,康翠臺 4座,9941,
10,沙田,愉城苑城榮閣,9942,
11,西貢,尚德邨尚真樓,9944,
12,油尖旺,碧街 19號,9945,
13,油尖旺,恒運大廈,9947,
14,九龍城,打鼓嶺道 31號,9948,
15,東區,耀東邨耀富樓,9949,
16,九龍城,華麗大廈,9950,
17,油尖旺,常安大廈,9951,
18,南區,香港仔中心港興閣,9952,
19,觀塘,永明樓,9953,
20,九龍城,天寰天海匯,9954,
21,油尖旺,港灣豪庭 9座,9955,
22,油尖旺,華源大廈 A座,9956,
23,油尖旺,華源大廈 A座,9957,
24,油尖旺,華源大廈 A座,9958,
25,荃灣,梨木樹邨桃樹樓,9959,
26,油尖旺,順豐大廈,9960,
27,油尖旺,廟街 151號,9961,
28,沙田,美林邨美楊樓,9962,
29,沙田,美林邨美楊樓,9963,
30,深水埗,友聯大樓,9964,
31,九龍城,榮英大廈,9965,
32,深水埗,長沙灣道 171號,9966,
33,深水埗,欽州街 96號,9967,
34,深水埗,長沙灣道 171號,9968,
35,荃灣,梨木樹邨桃樹樓,9969,
36,深水埗,長沙灣道 171號,9970,
37,東區,金堡大廈,9971,
38,荃灣,荃灣中心成都樓,9972,
39,中西區,曉譽,9973,
40,黃大仙,黃大仙下邨龍順樓,9974,
41,灣仔,星月閣,9975,
42,灣仔,星月閣,9976,
43,九龍城,益民大廈,9977,
44,元朗,天頌苑頌澤閣,9978,
45,油尖旺,港灣豪庭 6座,9979,
46,東區,東熹苑華熹閣,9980,
47,元朗,瑞豐華庭 2座,9981,
48,九龍城,華麗大廈,9982,
49,南區,景惠花園 2座,9983,
50,觀塘,秀茂坪紀律部隊宿舍 2座,9984,
51,觀塘,麗港城 5座,9985,
52,油尖旺,海源大廈,9986,
53,油尖旺,吳松街 5號,9987,
54,油尖旺,砵蘭街 33C號,9988,
55,東區,康翠臺 4座,9989,
56,東區,康翠臺 4座,9990,
57,東區,康翠臺 4座,9991,
58,北區,莆上村第十五巷,9992,
59,北區,莆上村第十五巷,9993,
60,中西區,金陵大廈,9994,
61,元朗,鉅發大廈 1座,9995,
62,元朗,好景洋樓,9996,
63,黃大仙,彩虹唐樓,9997,
64,黃大仙,黃大仙下邨龍順樓,9997,
65,東區,康怡花園 N座,9998,
66,灣仔,星月閣,9999,
67,油尖旺,裕旺大廈,10000,
68,離島,坪麗苑,10001,
69,九龍城,榮英大廈,10002,
70,深水埗,元州街 25號,10003,
71,油尖旺,統一大廈 A座,10004,
72,油尖旺,廟街 151號,10005,
73,油尖旺,廟街 264號,10006,
74,油尖旺,窩打老道 5號,10007,
75,西貢,茵怡花園 3座,10009,
76,觀塘,麗港城 5座,10011,
77,葵青,海悅花園 2座,10012,
78,油尖旺,富榮花園 2座,10016,
79,油尖旺,上海街 678號,10017,
80,油尖旺,上海街 678號,10018,
81,油尖旺,仁賢大廈,10019,
82,油尖旺,德利樓,10020,
83,油尖旺,新填地街 45A號,10021,
84,深水埗,凱樂苑凱曈閣,10022,
85,油尖旺,仁賢大廈,10023,
86,荃灣,安康大廈,10024,
87,東區,康怡花園 N座,10025,
88,西貢,君傲灣 3座,10026,
89,油尖旺,富榮花園 2座,10027,
90,元朗,年旺樓,10028,
91,油尖旺,順利大廈 A座,10029,
92,荃灣,安康大廈,10030,
93,元朗,天耀邨耀華樓,10031,
94,西貢,君傲灣 3座,10032,
95,元朗,天富苑欣富閣,10033,
96,屯門,龍門居 13座,10034,
97,黃大仙,彩峰苑,10035,
98,油尖旺,太華樓,10036,
99,西貢,尚德邨尚真樓,10038,
100,大埔,大菴村,10039,
101,油尖旺,金威廣場,10040,
102,西貢,君傲灣 3座,10041,
103,葵青,長康邨康美樓,10042,
104,觀塘,安達邨智達樓,10043,
105,觀塘,彩興苑彩蕎閣,10044,
106,荃灣,安康大廈,10045,
107,深水埗,桂林街 95號,10046,
108,荃灣,安康大廈,10047,
109,灣仔,星月閣,10048,
110,葵青,青泰苑誠泰閣,10049,
111,油尖旺,裕旺大廈,10050,
112,中西區,盈基花園桃李閣,10051,
113,葵青,曉峰園 3座,10052,
114,元朗,天耀邨耀華樓,10053,
115,東區,南康街 17號麗怡苑,10054,
116,油尖旺,吳松街 5號,10055,
117,葵青,長宏邨宏文樓,10056,
118,西貢,富康花園 1座,10057,
119,西貢,新都城 2期 2座,10058,
120,葵青,青泰苑誠泰閣,10059,
121,油尖旺,金田樓,10060,
