,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,西貢,天晉第 8座,5195,
1,九龍城,九龍海逸君綽酒店,5197,
2,荃灣,香港遠東絲麗酒店,5198,
3,觀塘,碧麗苑 A座,5199,
4,西貢,天晉第 8座,5200,
5,荃灣,友聯大廈,5201,
6,灣仔,灣仔帝盛酒店,5202,
7,離島,藍天海岸 1期 2座,5205,
8,西貢,天晉 8座,5206,
9,西貢,飛鵝花園,5207,
10,灣仔,華麗銅鑼灣酒店,5208,
11,油尖旺,華美達華麗酒店,5209,
12,油尖旺,最佳盛品酒店尖沙咀,5213,
13,油尖旺,華美達華麗酒店,5214,
14,灣仔,頤庭酒店銅鑼灣,5215,
15,西貢,景林邨景榆樓,5216,
16,南區,薄扶林花園 6座,5217,
17,油尖旺,帝樂文娜公館,5218,
18,離島,富豪機場酒店,5231,
19,油尖旺,帝樂文娜公館,5234,
20,油尖旺,帝樂文娜公館,5235,
21,九龍城,海灣軒海景酒店 E座,5236,
22,油尖旺,最佳盛品酒店尖沙咀,5242,
23,油尖旺,最佳盛品酒店尖沙咀,5250,
24,中西區,雍慧閣,5251,
25,離島,大灣南,5252,
26,離島,香港天際萬豪酒店,5253,
27,油尖旺,香港九龍諾富特酒店,5254,
28,油尖旺,最佳盛品酒店尖沙咀,5256,
29,油尖旺,香港康得思酒店,5257,
30,油尖旺,華美達華麗酒店,5258,
31,東區,嘉亨灣 1座,5259,
32,中西區,上環奧華·時尚精品酒店,5260,
33,離島,香港天際萬豪酒店,5261,
34,離島,富豪機場酒店,5263,
35,灣仔,銅鑼灣迷你酒店,5269,
36,中西區,宏基國際賓館,5270,
37,葵青,荃灣帝盛酒店,5279,
38,離島,映灣園聽濤軒 15座,5281,
39,葵青,荃灣帝盛酒店,5282,
40,離島,大灣南,5283,
41,油尖旺,最佳盛品酒店尖沙咀,5285,
42,東區,南豐新邨 9座,5288,
43,油尖旺,華美達華麗酒店,5289,
44,中西區,香港萬怡酒店,5290,
45,離島,香港愉景灣酒店,5292,
46,西貢,富康花園 9座,5293,
47,油尖旺,香港海景絲麗酒店,5294,
48,葵青,荃灣帝盛酒店,5297,
49,東區,華美達盛景酒店,5303,
50,東區,華美達盛景酒店,5304,
51,油尖旺,華懋金馬倫中心 Virgo Bar & Restaurant,"5148, 5175",01/10/2020
52,觀塘,鯉魚門市政大廈,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
53,屯門,愛定商場,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
54,灣仔,養和醫院,"5135, 5136, 5137, 5166",07/10/2020
55,油尖旺,香港帝苑酒店,"5170, 5240",08/10/2020
56,西貢,裕明苑裕昌閣,"5200, 5206",09/10/2020
57,西貢,寶盈花園地下 12號舖,"5200, 5206",10/10/2020
58,東區,港島東中心,5259,16/10/2020
59,屯門,金安大廈(商場),5281,17/10/2020
60,屯門,海趣坊 意樂餐廳,5281,17/10/2020
61,東區,愛蝶灣商場,5259,18/10/2020
62,屯門,恆福商場,5281,19/10/2020
63,屯門,青海圍 8號 A1 & A2 東哥點心火鍋第六分 店,5281,20/10/2020
64,屯門,新墟街市,5281,20/10/2020
65,離島,逸東商場一期 譚仔三 哥米線,5281,21/10/2020
66,中西區,皇后大道中 340號,5293,21/10/2020
67,中西區,兆英商業大廈,5293,21/10/2020
68,油尖旺,萬利商業大廈,5288,22/10/2020
69,九龍城,松亭閣,5288,22/10/2020
