,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,油尖旺,最佳盛品酒店尖沙咀,5242,
1,油尖旺,最佳盛品酒店尖沙咀,5250,
2,中西區,雍慧閣,5251,
3,離島,大灣南,5252,
4,離島,香港天際萬豪酒店,5253,
5,油尖旺,香港九龍諾富特酒店,5254,
6,油尖旺,最佳盛品酒店尖沙咀,5256,
7,油尖旺,香港康得思酒店,5257,
8,油尖旺,華美達華麗酒店,5258,
9,東區,嘉亨灣 1座,5259,
10,中西區,上環奧華·時尚精品酒店,5260,
11,離島,香港天際萬豪酒店,5261,
12,離島,富豪機場酒店,5263,
13,灣仔,銅鑼灣迷你酒店,5269,
14,中西區,宏基國際賓館,5270,
15,葵青,荃灣帝盛酒店,5279,
16,離島,映灣園聽濤軒 15座,5281,
17,葵青,荃灣帝盛酒店,5282,
18,離島,大灣南,5283,
19,油尖旺,最佳盛品酒店尖沙咀,5285,
20,東區,南豐新邨 9座,5288,
21,油尖旺,華美達華麗酒店,5289,
22,中西區,香港萬怡酒店,5290,
23,離島,香港愉景灣酒店,5292,
24,西貢,富康花園 9座,5293,
25,油尖旺,香港海景絲麗酒店,5294,
26,葵青,荃灣帝盛酒店,5297,
27,東區,華美達盛景酒店,5303,
28,東區,華美達盛景酒店,5304,
29,荃灣,香港荃灣絲麗酒店,5310,
30,九龍城,樂民新村樂智樓,5312,
31,南區,Kaza - Stanley,5313,
32,中西區,華美達海景酒店,5314,
33,灣仔,銅鑼灣利景酒店,5315,
34,油尖旺,最佳盛品酒店尖沙咀,5316,
35,中西區,華美達海景酒店,5317,
36,油尖旺,華美達華麗酒店,5318,
37,東區,清華街 10-16號,5321,
38,灣仔,銅鑼灣利景酒店,5326,
39,離島,諾富特東薈城酒店,5328,
40,油尖旺,東方泛達酒店,5331,
41,屯門,愛定商場,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
42,灣仔,養和醫院,"5135, 5136, 5137, 5166",07/10/2020
43,油尖旺,香港帝苑酒店,"5170, 5240",08/10/2020
44,西貢,裕明苑裕昌閣,"5200, 5206",09/10/2020
45,西貢,寶盈花園地下 12號舖,"5200, 5206",10/10/2020
46,東區,愛蝶灣商場,5259,18/10/2020
47,屯門,恆福商場,5281,19/10/2020
48,屯門,青海圍 8號 A1 & A2 東哥點心火鍋第六分店,5281,20/10/2020
49,屯門,新墟街市,5281,20/10/2020
50,離島,逸東商場一期 譚仔三 哥米線,5281,21/10/2020
51,中西區,皇后大道中 340號,5293,21/10/2020
52,油尖旺,萬利商業大廈,5288,22/10/2020
53,九龍城,松亭閣,5288,22/10/2020
54,中西區,兆英商業大廈,"5293, 5312",23/10/2020
55,灣仔,港灣道體育館,5321,23/10/2020
56,東區,新都城大廈 富臨皇宮 (北角店),5321,24/10/2020
57,灣仔,灣仔道 203號 新森林 焗の專門店,5312,27/10/2020
58,觀塘,啟業商場熟食亭 德源 極上串王,5321,28/10/2020
59,中西區,信德中心西座,5321,29/10/2020
