,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,葵青,雍雅軒 1座,4315,
1,大埔,富善邨善翠樓,4316,
2,九龍城,紅磡邨紅暉樓,4317,
3,離島,金銀灣金豪閣,4318,
4,深水埗,白田邨翠田樓,4319,
5,深水埗,蘇屋邨海棠樓,4320,
6,深水埗,蘇屋邨海棠樓,4321,
7,深水埗,蘇屋邨海棠樓,4322,
8,黃大仙,竹園北邨柏園樓,4323,
9,黃大仙,沙田坳邨順田樓,4323,
10,深水埗,正輝大樓,4324,
11,葵青,長康邨康貴樓,4325,
12,葵青,葵涌邨雅葵樓,4326,
13,深水埗,富昌邨富誠樓,4327,
14,深水埗,金輝樓,4328,
15,油尖旺,華新大廈,4329,
16,黃大仙,慈樂邨樂安樓,4330,
17,葵青,安蔭邨耀蔭樓,4331,
18,沙田,桂地新村,4332,
19,南區,利東邨東興樓,4333,
20,元朗,翹翠峰 6座,4334,
21,屯門,龍珠島花園 9座,4335,
22,南區,華富(一)邨華明樓,4336,
23,元朗,朗屏邨賀屏樓,4337,
24,離島,愉景灣 4期蘅峰蘅安徑庭安閣,4338,
25,屯門,田景邨田裕樓,4339,
26,東區,富澤花園富達閣,4341,
27,深水埗,南灣大廈,4342,
28,北區,和合石村,4342,
29,葵青,大窩口邨富賢樓,4343,
30,九龍城,隆基大樓 A座,4344,
31,九龍城,隆基大樓 A座,4345,
32,沙田,沙田第一城 38座,4346,
33,荃灣,享和街,4347,
34,油尖旺,友誠大廈,4348,
35,油尖旺,翠園大樓一期,4349,
36,油尖旺,友誠大廈,4350,
37,油尖旺,友誠大廈,4351,
38,黃大仙,慈正邨正康樓,4352,
39,黃大仙,慈正邨正康樓,4353,
40,元朗,朗屏邨鳳屏樓,4354,
41,元朗,朗屏邨鳳屏樓,4355,
42,葵青,石蔭東邨蔭興樓,4357,
43,北區,彩蒲苑彩顏閣,4358,
44,元朗,洪福邨洪盛樓,4359,
45,元朗,天耀邨耀澤樓,4365,
46,元朗,泰苑小築,4366,
47,大埔,林村梧桐寨,4368,
48,觀塘,翠屏(南)邨翠櫻樓,4369,
49,西貢,寶林邨寶勤樓,4370,
50,深水埗,太子中心 2座,4371,
51,觀塘,翠屏(南)邨翠櫻樓,4372,
52,屯門,山景邨景富樓高座,4373,
53,屯門,鍾屋村,4374,
54,屯門,欣田邨喜田樓,4375,
55,沙田,迎濤灣 1座,4376,
56,九龍城,雅士花園 3座,4377,
57,觀塘,翠屏(南)邨翠櫻樓,4378,
58,東區,富城閣,4379,
59,屯門,富泰邨仁泰樓,4380,
60,屯門,湖景邨湖月樓低座,4381,
61,大埔,瓦窰頭,4382,
62,九龍城,愛民邨建民樓,4383,
63,屯門,富泰邨健泰樓,4384,
64,中西區,同興樓,4385,
65,觀塘,寶達邨達富樓,4386,
66,觀塘,曉麗苑曉逸閣,4387,
67,東區,華誠洋樓,4388,
68,葵青,大窩口邨富榮樓,4389,
69,九龍城,樂民新邨樂豐樓,4390,
70,觀塘,平田邨平真樓,4391,
71,沙田,美田邨美致樓,4393,
72,深水埗,太子中心 2座,4394,
73,東區,富欣花園 3座,4395,
74,北區,山翠苑,4396,
75,黃大仙,竹園北邨柏園樓,4397,
76,觀塘,順天邨天瑤樓,4398,
77,黃大仙,慈樂邨樂安樓,4399,
78,黃大仙,慈樂邨樂安樓,4400,
79,灣仔,希雲大廈,4401,
80,灣仔,皇后大道東 27號,4402,
81,九龍城,中南大廈 3座,4403,
82,沙田,文禮閣 4座,4404,
83,沙田,錦豐苑錦蘭閣,4404,
84,油尖旺,香港九龍諾富特酒店,4405,
85,油尖旺,香港九龍諾富特酒店,4406,
86,油尖旺,帝樂文娜公館,4407,
87,深水埗,長沙灣邨長泰樓,4409,
88,觀塘,秀茂坪南邨秀德樓,4410,
89,沙田,碩門邨豐碩樓,4411,
90,屯門,田景邨田裕樓,4412,
91,荃灣,樂悠居,4413,
92,葵青,葵涌貨櫃碼頭,4414,
93,離島,柏利邨,4415,
94,南區,石排灣邨碧朗樓,4416,
95,屯門,兆麟苑詠麟閣,4417,
96,葵青,葵涌貨櫃碼頭,4418,
97,九龍城,美善同道 99號,4419,
98,葵青,葵涌貨櫃碼頭,4420,
99,屯門,悅湖山莊 12座,4421,
100,北區,河上鄉,4422,
101,北區,河上鄉,4423,
102,大埔,太和邨新和樓,4424,
103,九龍城,家維邨家禮樓,4425,
104,元朗,朗屏邨賀屏樓,4426,
105,東區,五洲大廈,4427,
106,黃大仙,慈康邨康健樓,4428,
107,沙田,金獅花園 1期金康閣,4429,
108,屯門,田景邨田裕樓,4430,
109,屯門,田景邨田裕樓,4431,
110,元朗,好順泰大廈A座,4432,
111,元朗,朗屏邨賀屏樓,4433,
112,元朗,良材大樓 C座,4434,
113,沙田,富豪花園雅仕閣,4435,
114,南區,利東邨東昌樓,4436,
115,東區,愛東邨愛澤樓,4437,
116,大埔,富善邨善翠樓,4438,
117,大埔,富善邨善翠樓,4439,
118,屯門,龍門居 11座,4440,
119,屯門,海翠花園 3座,4441,
120,深水埗,永隆街 1號,4442,
121,葵青,葵涌貨櫃碼頭,4443,
122,葵青,葵涌貨櫃碼頭,4444,
123,葵青,葵涌貨櫃碼頭,4445,
124,屯門,良景邨良偉樓,4446,
125,沙田,桂地新村,4447,
126,屯門,大興花園 2期 1座,4448,
127,沙田,新翠邨新芳樓,4449,
128,葵青,葵盛西邨 6座,4450,
129,屯門,湖景邨湖月樓,4451,
130,屯門,欣田邨綠田樓,4452,
131,元朗,朗景臺 2座,4453,
132,葵青,青逸酒店,4454,
133,葵青,葵涌貨櫃碼頭,4454,
134,屯門,三聖邨進漁樓,4455,
135,元朗,天恒邨恒卓樓,4456,
136,葵青,祖堯邨啟謙樓,4457,
137,黃大仙,彩雲邨白鳳樓,4458,
138,屯門,瓏門 1座,4459,
139,南區,仁正大廈,4460,
140,屯門,寶田邨 2座,4461,
