,地區,大廈名單,報告日期/曾有涉及個案最後到訪的日期,相關確診/疑似個案編號
0,灣仔,銅鑼灣利景酒店,5326,
1,離島,諾富特東薈城酒店,5328,
2,沙田,啟源樓,5331,
3,油尖旺,東方泛達酒店,5331,
4,大埔,大埔圍頭村,5332,
5,大埔,廣褔邨廣義樓,5336,
6,大埔,圍頭村,5337,
7,大埔,富善邨善鄰樓,5338,
8,東區,港島海逸君綽酒店,5340,
9,東區,港島海逸君綽酒店,5341,
10,大埔,圍頭村,5342,
11,灣仔,人和悅大廈,5343,
12,油尖旺,香港海景絲麗酒店,5344,
13,油尖旺,華美達華麗酒店,5345,
14,大埔,廣褔邨廣祐樓,5347,
15,大埔,富善邨善鄰樓,5348,
16,離島,諾富特東薈城酒店,5352,
17,元朗,水流田村,5354,
18,油尖旺,香港九龍諾富特酒店,5356,
19,離島,富豪機場酒店,5361,
20,九龍城,奧斯酒店,5362,
21,大埔,廣褔邨廣平樓,5365,
22,九龍城,巴豪苑,5367,
23,九龍城,巴豪苑,5371,
24,離島,愉景灣倚濤軒,5372,
25,元朗,翠苑,5373,
26,大埔,寶雅苑興和閣,5375,
27,油尖旺,香港九龍諾富特酒店,5376,
28,離島,昇薈 3座,5377,
29,油尖旺,九龍香格里拉大酒店,5379,
30,離島,香港天際萬豪酒店,5380,
31,大埔,寶雅苑興和閣,5382,
32,沙田,金獅花園 2期金寧閣,5384,
33,離島,昇薈 3座,5388,
34,離島,昇薈 3座,5389,
35,離島,昇薈 3座,5390,
36,葵青,葵盛西邨 9座,5391,
37,離島,香港天際萬豪酒店,5393,
38,離島,逸泰居,5396,
39,屯門,明偉大樓,5398,
40,荃灣,全.城滙第 7座,5399,
41,九龍城,都會軒 1座,5405,
42,油尖旺,君怡酒店,5408,
43,深水埗,海麗邨海暉樓,5409,
44,元朗,壆圍村,5417,
45,沙田,銀禧花園第 6座,5418,
46,中西區,翠景閣,5419,
47,北區,安盛苑,5420,
48,中西區,ONE · EIGHT · ONE 酒店,5421,
49,離島,香港天際萬豪酒店,5425,
50,灣仔,香港銅鑼灣皇冠假日酒店,5426,
51,荃灣,豪景花園八座,5427,
52,灣仔,香港萬麗海景酒店,5429,
53,大埔,大埔中心 5期 18座,5432,
54,油尖旺,德豐大廈,5433,
55,東區,太古城太湖閣,5435,
56,深水埗,海麗邨海暉樓,5436,
57,油尖旺,最佳盛品酒店尖沙咀,5437,
58,黃大仙,慈康邨康潤樓,5439,
59,大埔,廣褔邨廣仁樓,5440,
60,沙田,新田圍邨盛圍樓,5446,
61,南區,南灣 9座,5451,
62,中西區,香港莎瑪荷李活服務式公寓,5454,
63,黃大仙,慈康邨康潤樓,5455,
64,黃大仙,慈康邨康潤樓,5456,
65,大埔,廣福邨廣仁樓,5457,
66,南區,南岸奧華酒店,5458,
67,油尖旺,德豐大廈,5459,
68,中西區,兆英商業大廈,"5293, 5312",23/10/2020
69,南區,香葉道 1號,"5332, 5342",31/10/2020
70,灣仔,珍慶樓 麥當勞,5343,01/11/2020
71,沙田,新城市廣場,5375,01/11/2020
72,元朗,安寧路 112A 號,5354,02/11/2020
73,黃大仙,樂富廣場 丸亀製麵,5398,03/11/2020
74,九龍城,浸會大學,5398,03/11/2020
75,中西區,統一中心,5417,03/11/2020
76,黃大仙,摩士公園足球場,5354,04/11/2020
77,大埔,永發樓 德美壽司,5365,04/11/2020
78,屯門,麗寶商場,5398,04/11/2020
79,九龍城,新山道 6號 譽麵坊,5398,04/11/2020
80,南區,One Island South,5398,04/11/2020
81,大埔,鄉事會街 13號 華輝餐廳,5365,05/11/2020
82,九龍城,教育局九龍塘教育服務 中心,5382,05/11/2020
83,九龍城,又一城 温野菜,5382,05/11/2020
84,油尖旺,富榮花園 17座,5382,05/11/2020
85,東區,香港維港凱悅尚萃酒店,5398,05/11/2020
86,油尖旺,旺角中心 1期,5398,05/11/2020
87,深水埗,北河街體育館,5398,05/11/2020
88,九龍城,城南道 創發潮州飯店,5399,05/11/2020
89,西貢,大網仔路 海灣吧,5399,05/11/2020
90,油尖旺,創興廣埸 盈館,5439,05/11/2020
91,觀塘,駿業熟食市場,5444,05/11/2020
92,沙田,新城市廣場一期 三星 台菜食堂,"5375, 5382",06/11/2020
93,灣仔,光大中心,"5375, 5384",06/11/2020
94,沙田,沙田娛樂城 扒王之王,5382,06/11/2020
95,灣仔,建利大廈,5384,06/11/2020
96,離島,東薈城,"5388, 5389",06/11/2020
97,荃灣,荃灣廣場 鴻星中菜,5399,06/11/2020
98,荃灣,荃新天地麥奀 雲吞麵 世家,5399,06/11/2020
99,荃灣,荃新天地 米線陣,5399,06/11/2020
100,深水埗,海麗商場 喜兆年酒家,5436,06/11/2020
